downtime_id,machine_id,machine_name,plant,shift,downtime_start,duration_minutes,reason_code,is_planned,cost_of_downtime_usd,reported_by,work_order_id
DT-000603,MCH-004,Welding Station 2,Flint Plant,Morning,2025-08-22 06:25:34,15,Electrical Fault,False,1066.49,ops.lead@michiganauto.com,
DT-000604,MCH-014,Stamping Press 2,Lansing Plant,Afternoon,2026-04-16 22:11:34,5,Power Outage,True,1759.06,ds.lead@michiganauto.com,WO-35978
DT-000605,MCH-020,Quality Gate 1,Lansing Plant,Morning,2025-07-04 04:13:34,30,Tooling Change,False,3076.4,analyst1@michiganauto.com,WO-22188
DT-000606,MCH-013,Stamping Press 1,Lansing Plant,Afternoon,2026-05-18 20:14:34,5,Operator Break,False,2650.55,analyst2@michiganauto.com,WO-45309
DT-000607,MCH-013,Stamping Press 1,Flint Plant,Morning,2025-11-14 08:47:34,480,Unknown,False,703.51,exec.admin@michiganauto.com,WO-54296
DT-000608,MCH-009,Assembly Line 3,Flint Plant,Night,2025-10-01 11:30:34,30,Electrical Fault,False,4474.69,ds.lead@michiganauto.com,WO-86659
DT-000609,MCH-016,Robotic Arm B,Lansing Plant,Afternoon,2026-02-23 03:52:34,60,Scheduled Maintenance,True,1985.34,exec.admin@michiganauto.com,WO-18215
DT-000610,MCH-003,Welding Station 1,Detroit Plant,Morning,2025-08-03 03:44:34,120,Material Shortage,False,2394.3,maint.mgr@michiganauto.com,
DT-000611,MCH-010,CNC Mill 1,Detroit Plant,Afternoon,2026-02-07 21:09:34,30,Tooling Change,True,3991.4,ops.lead@michiganauto.com,WO-70109
DT-000612,MCH-019,Inspection Station,Lansing Plant,Night,2025-08-11 08:37:34,60,Setup & Changeover,True,1705.1,exec.admin@michiganauto.com,WO-14829
DT-000613,MCH-017,Conveyor Belt 1,Detroit Plant,Night,2025-07-13 21:08:34,15,Quality Hold,False,4427.02,analyst1@michiganauto.com,
DT-000614,MCH-010,CNC Mill 1,Flint Plant,Afternoon,2025-12-23 02:20:34,120,Material Shortage,False,2283.67,ds.lead@michiganauto.com,WO-58599
DT-000615,MCH-018,Conveyor Belt 2,Lansing Plant,Night,2025-12-14 11:44:34,60,Power Outage,True,1235.41,hse.mgr@michiganauto.com,WO-67497
DT-000616,MCH-007,Assembly Line 1,Lansing Plant,Night,2026-04-03 13:40:34,5,Unknown,True,4728.99,ds.lead@michiganauto.com,WO-47633
DT-000617,MCH-018,Conveyor Belt 2,Flint Plant,Morning,2026-04-27 12:39:34,5,Tooling Change,True,250.26,ops.lead@michiganauto.com,
DT-000618,MCH-015,Robotic Arm A,Detroit Plant,Morning,2026-04-20 03:59:34,15,Setup & Changeover,False,2416.33,ds.lead@michiganauto.com,
DT-000619,MCH-014,Stamping Press 2,Flint Plant,Night,2025-12-10 11:29:34,30,Power Outage,True,4359.95,kwhite@michiganauto.com,WO-67311
DT-000620,MCH-018,Conveyor Belt 2,Detroit Plant,Afternoon,2026-02-16 06:57:34,15,Tooling Change,False,418.0,finance@michiganauto.com,
DT-000621,MCH-004,Welding Station 2,Flint Plant,Morning,2025-11-04 01:58:34,60,Tooling Change,False,2424.41,exec.admin@michiganauto.com,WO-31828
DT-000622,MCH-016,Robotic Arm B,Lansing Plant,Morning,2025-10-24 09:37:34,15,Power Outage,False,3065.79,finance@michiganauto.com,
DT-000623,MCH-004,Welding Station 2,Detroit Plant,Afternoon,2025-07-09 03:44:34,60,Setup & Changeover,False,1437.34,analyst2@michiganauto.com,
DT-000624,MCH-005,Paint Booth Alpha,Lansing Plant,Morning,2025-06-23 17:50:34,60,Unknown,False,4623.79,finance@michiganauto.com,WO-49425
DT-000625,MCH-014,Stamping Press 2,Lansing Plant,Afternoon,2026-05-08 12:47:34,15,Operator Break,True,2853.85,ops.lead@michiganauto.com,
DT-000626,MCH-013,Stamping Press 1,Flint Plant,Night,2026-05-11 13:52:34,5,Scheduled Maintenance,False,4809.06,ds.lead@michiganauto.com,WO-26357
DT-000627,MCH-017,Conveyor Belt 1,Detroit Plant,Morning,2025-06-28 16:50:34,30,Setup & Changeover,False,927.95,kwhite@michiganauto.com,
DT-000628,MCH-005,Paint Booth Alpha,Lansing Plant,Afternoon,2025-11-15 09:16:34,240,Material Shortage,False,4826.28,analyst2@michiganauto.com,WO-63894
DT-000629,MCH-013,Stamping Press 1,Lansing Plant,Afternoon,2025-12-16 15:44:34,30,Setup & Changeover,False,968.17,ds.lead@michiganauto.com,WO-65657
DT-000630,MCH-012,CNC Mill 3,Lansing Plant,Night,2025-09-10 09:26:34,120,Electrical Fault,False,3816.07,analyst2@michiganauto.com,WO-94358
DT-000631,MCH-019,Inspection Station,Lansing Plant,Afternoon,2025-07-02 12:51:34,30,Unknown,False,3466.12,hse.mgr@michiganauto.com,WO-99295
DT-000632,MCH-018,Conveyor Belt 2,Lansing Plant,Afternoon,2025-12-01 11:57:34,30,Quality Hold,True,1840.91,ds.lead@michiganauto.com,WO-82572
DT-000633,MCH-012,CNC Mill 3,Lansing Plant,Morning,2025-09-04 08:11:34,15,Setup & Changeover,False,3876.39,kwhite@michiganauto.com,WO-80136
DT-000634,MCH-002,Press Line B,Detroit Plant,Night,2025-07-05 18:01:34,60,Power Outage,False,2209.74,analyst2@michiganauto.com,WO-86617
DT-000635,MCH-017,Conveyor Belt 1,Detroit Plant,Morning,2025-08-28 03:03:34,15,Scheduled Maintenance,False,1153.15,analyst1@michiganauto.com,
DT-000636,MCH-015,Robotic Arm A,Detroit Plant,Afternoon,2026-01-01 14:58:34,60,Mechanical Failure,False,2947.43,finance@michiganauto.com,WO-23910
DT-000637,MCH-004,Welding Station 2,Lansing Plant,Afternoon,2026-05-14 06:56:34,5,Quality Hold,True,827.66,analyst1@michiganauto.com,
DT-000638,MCH-005,Paint Booth Alpha,Detroit Plant,Morning,2026-01-23 07:07:34,5,Material Shortage,False,250.76,maint.mgr@michiganauto.com,WO-51969
DT-000639,MCH-004,Welding Station 2,Lansing Plant,Afternoon,2026-03-09 02:09:34,5,Material Shortage,False,4851.54,ds.lead@michiganauto.com,WO-13298
DT-000640,MCH-007,Assembly Line 1,Lansing Plant,Afternoon,2025-12-28 22:17:34,15,Scheduled Maintenance,True,2935.09,exec.admin@michiganauto.com,WO-61094
DT-000641,MCH-001,Press Line A,Lansing Plant,Morning,2026-01-05 17:47:34,30,Setup & Changeover,False,4956.5,hse.mgr@michiganauto.com,
DT-000642,MCH-001,Press Line A,Detroit Plant,Night,2025-06-12 03:55:34,15,Setup & Changeover,False,168.19,ops.lead@michiganauto.com,
DT-000643,MCH-015,Robotic Arm A,Detroit Plant,Afternoon,2025-11-29 19:56:34,5,Quality Hold,False,2715.09,exec.admin@michiganauto.com,
DT-000644,MCH-008,Assembly Line 2,Detroit Plant,Morning,2026-05-17 09:32:34,5,Tooling Change,False,4061.2,maint.mgr@michiganauto.com,WO-51947
DT-000645,MCH-017,Conveyor Belt 1,Detroit Plant,Night,2025-09-04 11:55:34,5,Unknown,True,4105.98,ds.lead@michiganauto.com,WO-49296
DT-000646,MCH-015,Robotic Arm A,Lansing Plant,Night,2025-09-17 14:31:34,120,Electrical Fault,True,3065.9,ops.lead@michiganauto.com,WO-50146
DT-000647,MCH-003,Welding Station 1,Flint Plant,Afternoon,2025-11-08 07:27:34,5,Operator Break,False,2146.12,analyst2@michiganauto.com,
DT-000648,MCH-017,Conveyor Belt 1,Flint Plant,Afternoon,2025-12-13 21:00:34,5,Setup & Changeover,True,3200.63,analyst1@michiganauto.com,
DT-000649,MCH-007,Assembly Line 1,Lansing Plant,Afternoon,2026-04-30 05:30:34,60,Setup & Changeover,True,605.1,analyst2@michiganauto.com,WO-20646
DT-000650,MCH-001,Press Line A,Flint Plant,Afternoon,2025-06-21 05:37:34,60,Mechanical Failure,False,3829.47,analyst2@michiganauto.com,WO-36597
DT-000651,MCH-010,CNC Mill 1,Detroit Plant,Morning,2025-07-29 08:03:34,15,Power Outage,True,4645.53,kwhite@michiganauto.com,WO-52168
DT-000652,MCH-014,Stamping Press 2,Flint Plant,Night,2025-10-12 05:50:34,120,Setup & Changeover,False,2044.28,finance@michiganauto.com,WO-60879
DT-000653,MCH-002,Press Line B,Lansing Plant,Morning,2026-03-10 08:11:34,30,Electrical Fault,False,355.9,ds.lead@michiganauto.com,
DT-000654,MCH-018,Conveyor Belt 2,Flint Plant,Night,2025-07-07 14:12:34,5,Electrical Fault,False,1182.68,finance@michiganauto.com,WO-89382
DT-000655,MCH-012,CNC Mill 3,Detroit Plant,Morning,2025-10-19 12:39:34,5,Electrical Fault,False,2061.83,ops.lead@michiganauto.com,
DT-000656,MCH-002,Press Line B,Detroit Plant,Night,2026-04-15 07:46:34,15,Tooling Change,False,1597.38,exec.admin@michiganauto.com,
DT-000657,MCH-006,Paint Booth Beta,Lansing Plant,Morning,2026-01-22 12:25:34,240,Electrical Fault,False,678.0,ops.lead@michiganauto.com,WO-76549
DT-000658,MCH-007,Assembly Line 1,Detroit Plant,Afternoon,2026-01-16 04:42:34,60,Setup & Changeover,False,979.43,exec.admin@michiganauto.com,WO-65874
DT-000659,MCH-019,Inspection Station,Detroit Plant,Morning,2026-01-27 05:41:34,240,Mechanical Failure,False,4192.36,hse.mgr@michiganauto.com,WO-38842
DT-000660,MCH-009,Assembly Line 3,Detroit Plant,Night,2026-03-31 02:50:34,5,Power Outage,False,4152.46,analyst1@michiganauto.com,
DT-000661,MCH-016,Robotic Arm B,Flint Plant,Night,2026-05-18 02:43:34,15,Electrical Fault,False,845.76,ops.lead@michiganauto.com,
DT-000662,MCH-017,Conveyor Belt 1,Flint Plant,Night,2025-06-28 20:35:34,60,Scheduled Maintenance,True,2703.03,ops.lead@michiganauto.com,WO-60319
DT-000663,MCH-017,Conveyor Belt 1,Flint Plant,Afternoon,2026-04-07 14:47:34,60,Unknown,True,3950.22,ds.lead@michiganauto.com,
DT-000664,MCH-018,Conveyor Belt 2,Detroit Plant,Night,2026-05-18 13:43:34,30,Power Outage,True,2294.51,hse.mgr@michiganauto.com,
DT-000665,MCH-002,Press Line B,Detroit Plant,Night,2026-01-02 23:05:34,15,Scheduled Maintenance,False,1506.81,analyst1@michiganauto.com,WO-13790
DT-000666,MCH-008,Assembly Line 2,Detroit Plant,Morning,2025-11-06 12:13:34,60,Scheduled Maintenance,False,3698.1,ops.lead@michiganauto.com,
DT-000667,MCH-018,Conveyor Belt 2,Flint Plant,Afternoon,2025-10-04 11:34:34,5,Mechanical Failure,False,483.97,kwhite@michiganauto.com,WO-38432
DT-000668,MCH-015,Robotic Arm A,Lansing Plant,Afternoon,2025-12-22 01:42:34,480,Quality Hold,False,3985.08,kwhite@michiganauto.com,WO-25654
DT-000669,MCH-008,Assembly Line 2,Lansing Plant,Morning,2026-05-04 13:44:34,30,Quality Hold,False,2306.96,finance@michiganauto.com,WO-56718
DT-000670,MCH-009,Assembly Line 3,Flint Plant,Night,2026-02-18 23:14:34,15,Power Outage,False,2553.39,analyst2@michiganauto.com,
DT-000671,MCH-008,Assembly Line 2,Flint Plant,Morning,2025-09-25 20:36:34,5,Power Outage,False,399.71,ds.lead@michiganauto.com,
DT-000672,MCH-008,Assembly Line 2,Flint Plant,Night,2026-03-26 20:07:34,60,Unknown,True,4225.13,exec.admin@michiganauto.com,WO-85092
DT-000673,MCH-007,Assembly Line 1,Detroit Plant,Morning,2025-09-11 20:22:34,240,Setup & Changeover,False,3263.61,finance@michiganauto.com,
DT-000674,MCH-014,Stamping Press 2,Flint Plant,Morning,2026-05-22 17:52:34,480,Power Outage,False,3210.12,ds.lead@michiganauto.com,
DT-000675,MCH-010,CNC Mill 1,Flint Plant,Morning,2025-11-17 14:08:34,30,Setup & Changeover,False,1916.69,kwhite@michiganauto.com,
DT-000676,MCH-004,Welding Station 2,Flint Plant,Morning,2025-06-30 04:59:34,120,Mechanical Failure,False,3965.93,analyst1@michiganauto.com,
DT-000677,MCH-008,Assembly Line 2,Flint Plant,Afternoon,2026-01-02 08:27:34,5,Unknown,False,2080.21,exec.admin@michiganauto.com,
DT-000678,MCH-007,Assembly Line 1,Flint Plant,Morning,2026-05-04 16:37:34,30,Power Outage,False,540.0,ds.lead@michiganauto.com,
DT-000679,MCH-010,CNC Mill 1,Flint Plant,Morning,2026-05-10 03:01:34,60,Unknown,False,3697.54,analyst2@michiganauto.com,WO-97136
DT-000680,MCH-002,Press Line B,Flint Plant,Night,2025-06-28 12:50:34,120,Tooling Change,False,4016.71,kwhite@michiganauto.com,WO-76865
DT-000681,MCH-010,CNC Mill 1,Detroit Plant,Night,2026-01-29 01:07:34,15,Tooling Change,False,4123.21,kwhite@michiganauto.com,
DT-000682,MCH-010,CNC Mill 1,Lansing Plant,Afternoon,2025-07-23 15:16:34,60,Operator Break,False,2148.75,ops.lead@michiganauto.com,WO-61290
DT-000683,MCH-014,Stamping Press 2,Lansing Plant,Night,2025-11-22 22:00:34,15,Unknown,False,488.65,maint.mgr@michiganauto.com,WO-39732
DT-000684,MCH-018,Conveyor Belt 2,Flint Plant,Afternoon,2026-05-12 02:48:34,30,Operator Break,False,4153.58,kwhite@michiganauto.com,WO-99659
DT-000685,MCH-003,Welding Station 1,Lansing Plant,Night,2025-11-08 15:50:34,5,Setup & Changeover,False,4649.51,hse.mgr@michiganauto.com,
DT-000686,MCH-002,Press Line B,Detroit Plant,Night,2026-03-22 08:51:34,30,Unknown,False,1174.04,analyst2@michiganauto.com,WO-15089
DT-000687,MCH-019,Inspection Station,Flint Plant,Night,2025-06-22 16:21:34,5,Material Shortage,False,456.09,exec.admin@michiganauto.com,WO-25104
DT-000688,MCH-006,Paint Booth Beta,Lansing Plant,Afternoon,2025-07-20 04:19:34,15,Setup & Changeover,False,460.84,analyst1@michiganauto.com,
DT-000689,MCH-005,Paint Booth Alpha,Detroit Plant,Night,2025-06-09 20:28:34,240,Scheduled Maintenance,False,323.74,kwhite@michiganauto.com,WO-81788
DT-000690,MCH-002,Press Line B,Lansing Plant,Night,2026-04-30 19:27:34,30,Unknown,False,2627.63,ds.lead@michiganauto.com,WO-79659
DT-000691,MCH-010,CNC Mill 1,Detroit Plant,Afternoon,2026-04-06 09:34:34,5,Operator Break,True,382.45,ds.lead@michiganauto.com,
DT-000692,MCH-004,Welding Station 2,Detroit Plant,Morning,2026-03-09 09:03:34,15,Unknown,False,3412.89,hse.mgr@michiganauto.com,WO-21337
DT-000693,MCH-018,Conveyor Belt 2,Flint Plant,Night,2025-08-15 17:48:34,120,Electrical Fault,False,3743.73,finance@michiganauto.com,WO-11166
DT-000694,MCH-007,Assembly Line 1,Flint Plant,Afternoon,2026-03-21 07:45:34,15,Setup & Changeover,True,1382.2,ops.lead@michiganauto.com,WO-57119
DT-000695,MCH-009,Assembly Line 3,Flint Plant,Night,2026-02-03 19:59:34,15,Scheduled Maintenance,False,4811.33,exec.admin@michiganauto.com,WO-93877
DT-000696,MCH-007,Assembly Line 1,Detroit Plant,Morning,2026-02-15 09:04:34,15,Mechanical Failure,False,3274.21,analyst2@michiganauto.com,WO-90581
DT-000697,MCH-017,Conveyor Belt 1,Flint Plant,Morning,2026-05-15 02:04:34,240,Quality Hold,True,1893.92,maint.mgr@michiganauto.com,
DT-000698,MCH-009,Assembly Line 3,Lansing Plant,Morning,2025-12-30 11:19:34,60,Tooling Change,True,925.13,ds.lead@michiganauto.com,WO-48416
DT-000699,MCH-019,Inspection Station,Detroit Plant,Night,2025-06-14 09:49:34,240,Power Outage,True,2134.99,exec.admin@michiganauto.com,WO-10477
DT-000700,MCH-020,Quality Gate 1,Lansing Plant,Night,2026-01-07 18:31:34,60,Quality Hold,False,422.33,ds.lead@michiganauto.com,WO-21357
DT-000701,MCH-015,Robotic Arm A,Detroit Plant,Morning,2025-07-16 22:16:34,240,Setup & Changeover,True,3354.11,maint.mgr@michiganauto.com,WO-82734
DT-000702,MCH-008,Assembly Line 2,Detroit Plant,Night,2025-11-13 17:41:34,480,Quality Hold,False,3928.94,analyst1@michiganauto.com,
DT-000703,MCH-014,Stamping Press 2,Flint Plant,Afternoon,2025-12-17 20:38:34,5,Electrical Fault,True,1825.13,maint.mgr@michiganauto.com,WO-91524
DT-000704,MCH-018,Conveyor Belt 2,Detroit Plant,Morning,2025-11-09 12:56:34,15,Power Outage,False,314.78,ds.lead@michiganauto.com,
DT-000705,MCH-015,Robotic Arm A,Flint Plant,Afternoon,2026-04-27 22:23:34,5,Material Shortage,False,2394.91,finance@michiganauto.com,
DT-000706,MCH-005,Paint Booth Alpha,Lansing Plant,Night,2025-06-10 13:38:34,5,Electrical Fault,False,464.2,maint.mgr@michiganauto.com,WO-35316
DT-000707,MCH-019,Inspection Station,Lansing Plant,Afternoon,2025-12-18 22:01:34,5,Electrical Fault,False,2767.11,finance@michiganauto.com,WO-53888
DT-000708,MCH-014,Stamping Press 2,Lansing Plant,Morning,2025-06-06 06:31:34,5,Setup & Changeover,False,614.57,hse.mgr@michiganauto.com,WO-11503
DT-000709,MCH-001,Press Line A,Lansing Plant,Afternoon,2025-08-08 00:37:34,15,Setup & Changeover,False,2393.78,kwhite@michiganauto.com,
DT-000710,MCH-005,Paint Booth Alpha,Detroit Plant,Morning,2025-11-14 17:29:34,15,Quality Hold,False,3643.37,analyst2@michiganauto.com,
DT-000711,MCH-019,Inspection Station,Flint Plant,Morning,2025-07-08 06:14:34,5,Electrical Fault,False,4384.71,ops.lead@michiganauto.com,
DT-000712,MCH-005,Paint Booth Alpha,Detroit Plant,Afternoon,2025-08-20 16:21:34,120,Electrical Fault,False,116.85,ops.lead@michiganauto.com,
DT-000713,MCH-015,Robotic Arm A,Lansing Plant,Morning,2025-09-22 20:15:34,120,Power Outage,True,973.45,hse.mgr@michiganauto.com,
DT-000714,MCH-004,Welding Station 2,Flint Plant,Morning,2025-09-12 14:33:34,5,Quality Hold,False,2000.5,analyst2@michiganauto.com,WO-60169
DT-000715,MCH-005,Paint Booth Alpha,Detroit Plant,Afternoon,2026-05-07 02:34:34,15,Scheduled Maintenance,False,574.96,ops.lead@michiganauto.com,WO-90324
DT-000716,MCH-003,Welding Station 1,Detroit Plant,Morning,2026-04-24 14:06:34,60,Electrical Fault,False,4872.78,analyst1@michiganauto.com,
DT-000717,MCH-001,Press Line A,Lansing Plant,Afternoon,2025-12-28 18:45:34,5,Unknown,False,4282.67,analyst2@michiganauto.com,
DT-000718,MCH-016,Robotic Arm B,Lansing Plant,Morning,2026-04-16 08:46:34,15,Material Shortage,False,502.85,ds.lead@michiganauto.com,
DT-000719,MCH-020,Quality Gate 1,Detroit Plant,Morning,2025-07-06 23:22:34,5,Power Outage,True,3124.77,exec.admin@michiganauto.com,
DT-000720,MCH-004,Welding Station 2,Detroit Plant,Afternoon,2025-12-09 07:13:34,30,Setup & Changeover,False,3952.66,analyst1@michiganauto.com,
DT-000721,MCH-010,CNC Mill 1,Detroit Plant,Afternoon,2025-08-02 21:42:34,15,Operator Break,False,4755.36,maint.mgr@michiganauto.com,
DT-000722,MCH-004,Welding Station 2,Detroit Plant,Morning,2025-10-29 00:53:34,60,Tooling Change,False,1314.7,analyst2@michiganauto.com,WO-80561
DT-000723,MCH-004,Welding Station 2,Flint Plant,Morning,2026-02-02 20:18:34,5,Power Outage,False,3563.25,analyst2@michiganauto.com,
DT-000724,MCH-010,CNC Mill 1,Flint Plant,Night,2026-01-10 00:38:34,60,Quality Hold,False,1085.32,analyst2@michiganauto.com,
DT-000725,MCH-010,CNC Mill 1,Detroit Plant,Night,2025-11-30 20:35:34,15,Mechanical Failure,False,3096.17,finance@michiganauto.com,
DT-000726,MCH-015,Robotic Arm A,Lansing Plant,Afternoon,2025-10-10 14:21:34,30,Quality Hold,False,2091.93,finance@michiganauto.com,
DT-000727,MCH-012,CNC Mill 3,Lansing Plant,Night,2026-03-28 11:01:34,60,Scheduled Maintenance,False,2450.89,hse.mgr@michiganauto.com,WO-10316
DT-000728,MCH-018,Conveyor Belt 2,Lansing Plant,Morning,2026-05-04 02:31:34,5,Scheduled Maintenance,False,1133.83,kwhite@michiganauto.com,
DT-000729,MCH-012,CNC Mill 3,Flint Plant,Morning,2026-05-15 08:24:34,5,Mechanical Failure,False,2993.92,maint.mgr@michiganauto.com,WO-44718
DT-000730,MCH-020,Quality Gate 1,Lansing Plant,Night,2025-08-25 14:41:34,15,Power Outage,False,1738.38,finance@michiganauto.com,
DT-000731,MCH-008,Assembly Line 2,Flint Plant,Afternoon,2025-07-03 12:20:34,15,Material Shortage,False,1081.75,kwhite@michiganauto.com,WO-56404
DT-000732,MCH-006,Paint Booth Beta,Flint Plant,Night,2025-10-21 05:08:34,5,Electrical Fault,False,3980.4,analyst1@michiganauto.com,WO-69976
DT-000733,MCH-007,Assembly Line 1,Detroit Plant,Afternoon,2025-09-15 17:48:34,60,Unknown,True,978.11,maint.mgr@michiganauto.com,WO-65435
DT-000734,MCH-005,Paint Booth Alpha,Flint Plant,Afternoon,2025-07-27 01:24:34,30,Material Shortage,True,3439.6,analyst2@michiganauto.com,WO-32642
DT-000735,MCH-001,Press Line A,Detroit Plant,Night,2025-06-24 08:03:34,15,Unknown,False,1919.04,ds.lead@michiganauto.com,WO-27372
DT-000736,MCH-018,Conveyor Belt 2,Detroit Plant,Night,2025-05-26 05:31:34,30,Setup & Changeover,True,572.44,hse.mgr@michiganauto.com,WO-16328
DT-000737,MCH-002,Press Line B,Detroit Plant,Night,2025-11-25 08:41:34,5,Scheduled Maintenance,False,1451.16,ops.lead@michiganauto.com,WO-26549
DT-000738,MCH-014,Stamping Press 2,Detroit Plant,Night,2025-06-22 19:08:34,5,Material Shortage,False,1930.31,analyst2@michiganauto.com,WO-57435
DT-000739,MCH-012,CNC Mill 3,Flint Plant,Morning,2025-07-02 12:51:34,60,Quality Hold,False,2722.23,ds.lead@michiganauto.com,
DT-000740,MCH-012,CNC Mill 3,Detroit Plant,Night,2025-06-14 18:18:34,240,Tooling Change,False,120.9,ds.lead@michiganauto.com,
DT-000741,MCH-004,Welding Station 2,Detroit Plant,Night,2025-07-03 18:06:34,30,Setup & Changeover,False,2970.28,kwhite@michiganauto.com,WO-69888
DT-000742,MCH-012,CNC Mill 3,Flint Plant,Afternoon,2026-05-12 13:04:34,240,Material Shortage,False,3509.68,finance@michiganauto.com,WO-17033
DT-000743,MCH-017,Conveyor Belt 1,Detroit Plant,Night,2025-07-11 18:14:34,120,Setup & Changeover,False,2450.09,finance@michiganauto.com,WO-27777
DT-000744,MCH-008,Assembly Line 2,Flint Plant,Afternoon,2025-10-20 13:20:34,15,Scheduled Maintenance,True,3882.73,kwhite@michiganauto.com,
DT-000745,MCH-001,Press Line A,Flint Plant,Morning,2025-12-23 10:51:34,30,Power Outage,True,3511.62,hse.mgr@michiganauto.com,
DT-000746,MCH-006,Paint Booth Beta,Flint Plant,Afternoon,2025-06-12 02:23:34,60,Operator Break,False,783.7,ds.lead@michiganauto.com,WO-58916
DT-000747,MCH-012,CNC Mill 3,Lansing Plant,Morning,2025-06-16 18:48:34,15,Setup & Changeover,False,1956.35,ds.lead@michiganauto.com,WO-70506
DT-000748,MCH-013,Stamping Press 1,Lansing Plant,Afternoon,2025-11-07 06:57:34,15,Power Outage,False,238.0,maint.mgr@michiganauto.com,WO-71427
DT-000749,MCH-013,Stamping Press 1,Lansing Plant,Afternoon,2026-01-16 14:39:34,240,Operator Break,False,1065.51,kwhite@michiganauto.com,
DT-000750,MCH-006,Paint Booth Beta,Flint Plant,Morning,2025-12-25 03:33:34,5,Scheduled Maintenance,False,1129.29,exec.admin@michiganauto.com,WO-88726
DT-000751,MCH-020,Quality Gate 1,Detroit Plant,Afternoon,2026-04-24 10:58:34,240,Scheduled Maintenance,False,3722.25,ds.lead@michiganauto.com,
DT-000752,MCH-017,Conveyor Belt 1,Detroit Plant,Afternoon,2025-06-15 07:43:34,5,Operator Break,False,2568.62,analyst1@michiganauto.com,WO-84478
DT-000753,MCH-019,Inspection Station,Flint Plant,Morning,2026-05-15 09:53:34,120,Operator Break,True,167.97,ops.lead@michiganauto.com,
DT-000754,MCH-018,Conveyor Belt 2,Flint Plant,Morning,2025-07-30 18:24:34,5,Unknown,False,2943.58,analyst1@michiganauto.com,WO-88061
DT-000755,MCH-004,Welding Station 2,Detroit Plant,Afternoon,2025-11-04 00:38:34,30,Setup & Changeover,True,1786.56,maint.mgr@michiganauto.com,WO-24513
DT-000756,MCH-006,Paint Booth Beta,Lansing Plant,Afternoon,2025-08-21 15:53:34,30,Operator Break,True,3877.32,exec.admin@michiganauto.com,WO-19950
DT-000757,MCH-004,Welding Station 2,Flint Plant,Afternoon,2025-12-23 23:18:34,5,Scheduled Maintenance,True,3392.18,exec.admin@michiganauto.com,WO-15214
DT-000758,MCH-016,Robotic Arm B,Detroit Plant,Morning,2025-10-30 00:49:34,240,Mechanical Failure,True,2828.44,analyst1@michiganauto.com,
DT-000759,MCH-015,Robotic Arm A,Lansing Plant,Afternoon,2025-08-04 20:01:34,30,Scheduled Maintenance,True,2321.97,analyst2@michiganauto.com,WO-66835
DT-000760,MCH-006,Paint Booth Beta,Lansing Plant,Morning,2025-08-16 00:14:34,15,Power Outage,False,4636.89,ops.lead@michiganauto.com,WO-34401
DT-000761,MCH-020,Quality Gate 1,Detroit Plant,Morning,2025-07-12 05:15:34,30,Setup & Changeover,False,3205.25,finance@michiganauto.com,
DT-000762,MCH-014,Stamping Press 2,Lansing Plant,Morning,2025-07-01 09:54:34,5,Scheduled Maintenance,False,1641.64,analyst2@michiganauto.com,WO-37299
DT-000763,MCH-018,Conveyor Belt 2,Flint Plant,Morning,2026-02-22 13:26:34,15,Mechanical Failure,False,2531.59,ops.lead@michiganauto.com,
DT-000764,MCH-016,Robotic Arm B,Flint Plant,Night,2026-01-19 08:48:34,5,Operator Break,True,4134.03,analyst2@michiganauto.com,
DT-000765,MCH-014,Stamping Press 2,Detroit Plant,Afternoon,2025-07-31 15:57:34,15,Scheduled Maintenance,False,1122.78,hse.mgr@michiganauto.com,
DT-000766,MCH-013,Stamping Press 1,Detroit Plant,Night,2026-05-08 20:37:34,60,Material Shortage,False,195.68,analyst1@michiganauto.com,WO-61031
DT-000767,MCH-016,Robotic Arm B,Detroit Plant,Morning,2026-02-18 19:03:34,5,Material Shortage,False,3625.98,analyst1@michiganauto.com,WO-44360
DT-000768,MCH-007,Assembly Line 1,Flint Plant,Night,2026-01-08 03:35:34,5,Power Outage,False,4216.35,finance@michiganauto.com,WO-44462
DT-000769,MCH-006,Paint Booth Beta,Flint Plant,Night,2026-04-03 18:25:34,5,Power Outage,True,530.27,ds.lead@michiganauto.com,
DT-000770,MCH-007,Assembly Line 1,Flint Plant,Afternoon,2026-05-25 00:02:34,5,Unknown,False,3858.96,analyst1@michiganauto.com,WO-90260
DT-000771,MCH-014,Stamping Press 2,Lansing Plant,Afternoon,2025-12-25 08:40:34,15,Power Outage,True,2704.91,ops.lead@michiganauto.com,
DT-000772,MCH-008,Assembly Line 2,Lansing Plant,Morning,2026-05-14 05:26:34,120,Electrical Fault,False,4115.71,maint.mgr@michiganauto.com,WO-20381
DT-000773,MCH-001,Press Line A,Detroit Plant,Night,2026-03-24 22:02:34,15,Mechanical Failure,True,608.51,maint.mgr@michiganauto.com,WO-96465
DT-000774,MCH-003,Welding Station 1,Flint Plant,Night,2025-06-30 17:47:34,120,Quality Hold,False,1227.61,analyst1@michiganauto.com,WO-69610
DT-000775,MCH-007,Assembly Line 1,Detroit Plant,Morning,2025-05-27 11:35:34,60,Operator Break,False,879.61,ds.lead@michiganauto.com,
DT-000776,MCH-012,CNC Mill 3,Lansing Plant,Morning,2025-07-03 06:46:34,5,Power Outage,False,639.58,ops.lead@michiganauto.com,
