refresh_id,dataset_id,dataset_name,workspace_id,workspace_name,refresh_type,triggered_by,start_datetime,end_datetime,duration_minutes,status,rows_processed,error_code,error_message,refresh_mode
REF-00146,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-04-01 15:33:34,2026-04-01 16:02:34,29,Success,428293,,,Full
REF-00147,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-31 13:33:34,2026-03-31 14:00:34,27,Success,1649796,,,Incremental
REF-00148,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-30 13:33:34,2026-03-30 14:08:34,35,Success,684453,,,Incremental
REF-00149,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-29 14:33:34,2026-03-29 14:34:34,1,Failed,0,TIMEOUT,Authentication failed for data source,Full
REF-00150,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-28 15:33:34,2026-03-28 15:51:34,18,Warning,0,CAPACITY_LIMIT,Connection timeout after 300s,Incremental
REF-00151,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-27 16:33:34,2026-03-27 17:27:34,54,Success,824581,,,Incremental
REF-00152,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-26 17:33:34,2026-03-26 17:56:34,23,Success,1700745,,,Incremental
REF-00153,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-25 17:33:34,2026-03-25 18:12:34,39,Success,308010,,,Incremental
REF-00154,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-24 16:33:34,2026-03-24 16:47:34,14,Success,1038519,,,Incremental
REF-00155,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Manual,Schedule,2026-03-23 18:33:34,2026-03-23 18:36:34,3,Success,705696,,,Full
REF-00156,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-22 19:33:34,2026-03-22 19:56:34,23,Success,134897,,,Incremental
REF-00157,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,User,2026-03-21 21:33:34,2026-03-21 21:59:34,26,Success,162109,,,Incremental
REF-00158,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,OnDemand,Schedule,2026-03-20 23:33:34,2026-03-20 23:56:34,23,Success,296159,,,Incremental
REF-00159,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,OnDemand,Schedule,2026-03-19 22:33:34,2026-03-19 22:47:34,14,Success,1493070,,,Incremental
REF-00160,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-18 22:33:34,2026-03-18 23:13:34,40,Success,1718034,,,Incremental
REF-00161,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-17 23:33:34,2026-03-17 23:36:34,3,Success,1999752,,,Incremental
REF-00162,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Manual,API,2026-03-16 21:33:34,2026-03-16 21:56:34,23,Warning,0,TIMEOUT,Authentication failed for data source,Incremental
REF-00163,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-15 22:33:34,2026-03-15 22:40:34,7,Success,509113,,,Incremental
REF-00164,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-15 00:33:34,2026-03-15 01:18:34,45,Success,1350295,,,Full
REF-00165,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-14 01:33:34,2026-03-14 01:40:34,7,Success,745012,,,Full
REF-00166,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Manual,Schedule,2026-03-13 00:33:34,2026-03-13 01:02:34,29,Success,358836,,,Incremental
REF-00167,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Manual,Schedule,2026-03-11 22:33:34,2026-03-11 23:06:34,33,Success,1664086,,,Incremental
REF-00168,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-10 23:33:34,2026-03-11 00:27:34,54,Success,1783692,,,Full
REF-00169,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-10 01:33:34,2026-03-10 02:00:34,27,Success,347441,,,Incremental
REF-00170,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-09 03:33:34,2026-03-09 04:15:34,42,Success,1883231,,,Incremental
REF-00171,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-08 04:33:34,2026-03-08 05:03:34,30,Success,339470,,,Incremental
REF-00172,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-07 03:33:34,2026-03-07 04:22:34,49,Success,1951068,,,Full
REF-00173,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-06 04:33:34,2026-03-06 04:37:34,4,Failed,0,AUTH_FAIL,Connection timeout after 300s,Incremental
REF-00174,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-05 02:33:34,2026-03-05 02:42:34,9,Success,63971,,,Incremental
REF-00175,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-04 01:33:34,2026-03-04 01:55:34,22,Success,1656005,,,Incremental
REF-00176,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-03 03:33:34,2026-03-03 04:00:34,27,Success,397724,,,Full
REF-00177,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,Schedule,2026-03-02 05:33:34,2026-03-02 06:05:34,32,Success,562391,,,Full
REF-00178,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,OnDemand,Schedule,2026-03-01 07:33:34,2026-03-01 07:37:34,4,Failed,0,AUTH_FAIL,Schema change detected in source,Incremental
REF-00179,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Manual,Schedule,2026-02-28 06:33:34,2026-02-28 07:19:34,46,Success,1828008,,,Full
REF-00180,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Scheduled,User,2026-02-27 06:33:34,2026-02-27 06:38:34,5,Warning,0,SCHEMA_CHANGE,Authentication failed for data source,Incremental
REF-00181,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,Manual,Schedule,2026-02-26 08:33:34,2026-02-26 09:04:34,31,Success,372553,,,Full
REF-00182,DS-003,Maintenance Semantic Model,WS-004,Michigan Auto - Maintenance,OnDemand,Schedule,2026-02-25 09:33:34,2026-02-25 09:34:34,1,Failed,0,CAPACITY_LIMIT,Authentication failed for data source,Incremental
REF-00183,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-25 16:33:34,2026-05-25 17:22:34,49,Success,1927161,,,Incremental
REF-00184,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,User,2026-05-24 14:33:34,2026-05-24 14:53:34,20,Success,1099865,,,Incremental
REF-00185,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-23 12:33:34,2026-05-23 13:26:34,53,Success,889952,,,Incremental
REF-00186,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-22 10:33:34,2026-05-22 10:42:34,9,Success,1949714,,,Incremental
REF-00187,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-21 08:33:34,2026-05-21 09:02:34,29,Success,563934,,,Incremental
REF-00188,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-20 10:33:34,2026-05-20 11:01:34,28,Success,311680,,,Incremental
REF-00189,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-19 09:33:34,2026-05-19 09:57:34,24,Success,1458112,,,Incremental
REF-00190,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-18 09:33:34,2026-05-18 09:36:34,3,Failed,0,AUTH_FAIL,Connection timeout after 300s,Incremental
REF-00191,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-17 10:33:34,2026-05-17 11:23:34,50,Success,939270,,,Incremental
REF-00192,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-16 08:33:34,2026-05-16 08:48:34,15,Success,936346,,,Incremental
REF-00193,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-15 06:33:34,2026-05-15 07:28:34,55,Success,127872,,,Incremental
REF-00194,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-14 04:33:34,2026-05-14 05:25:34,52,Success,1795295,,,Full
REF-00195,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,User,2026-05-13 05:33:34,2026-05-13 05:51:34,18,Success,79355,,,Incremental
REF-00196,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,User,2026-05-12 05:33:34,2026-05-12 06:05:34,32,Success,1069326,,,Incremental
REF-00197,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,User,2026-05-11 06:33:34,2026-05-11 07:14:34,41,Success,945546,,,Incremental
REF-00198,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-10 06:33:34,2026-05-10 06:52:34,19,Success,1580685,,,Full
REF-00199,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,OnDemand,User,2026-05-09 08:33:34,2026-05-09 09:12:34,39,Success,1645422,,,Incremental
REF-00200,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-08 09:33:34,2026-05-08 10:02:34,29,Success,1086428,,,Incremental
REF-00201,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-07 11:33:34,2026-05-07 11:44:34,11,Success,1367636,,,Full
REF-00202,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,OnDemand,Schedule,2026-05-06 09:33:34,2026-05-06 09:55:34,22,Success,1504725,,,Incremental
REF-00203,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-05 08:33:34,2026-05-05 09:05:34,32,Success,538479,,,Incremental
REF-00204,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-04 06:33:34,2026-05-04 06:42:34,9,Success,25408,,,Incremental
REF-00205,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-03 06:33:34,2026-05-03 07:14:34,41,Success,1287270,,,Incremental
REF-00206,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Manual,Schedule,2026-05-02 06:33:34,2026-05-02 07:16:34,43,Success,691861,,,Incremental
REF-00207,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-05-01 06:33:34,2026-05-01 07:09:34,36,Success,1615316,,,Incremental
REF-00208,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-30 04:33:34,2026-04-30 04:56:34,23,Success,1437648,,,Incremental
REF-00209,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-29 04:33:34,2026-04-29 05:02:34,29,Success,858505,,,Incremental
REF-00210,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-28 02:33:34,2026-04-28 02:57:34,24,Success,1533685,,,Incremental
REF-00211,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-27 01:33:34,2026-04-27 02:18:34,45,Success,761822,,,Incremental
REF-00212,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-25 23:33:34,2026-04-25 23:42:34,9,Success,997299,,,Incremental
REF-00213,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-25 00:33:34,2026-04-25 00:57:34,24,Success,1382448,,,Incremental
REF-00214,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-24 00:33:34,2026-04-24 00:57:34,24,Success,789474,,,Incremental
REF-00215,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-22 23:33:34,2026-04-23 00:13:34,40,Warning,0,AUTH_FAIL,Connection timeout after 300s,Full
REF-00216,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Manual,Schedule,2026-04-21 22:33:34,2026-04-21 23:02:34,29,Success,123376,,,Incremental
REF-00217,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Manual,Schedule,2026-04-20 22:33:34,2026-04-20 23:12:34,39,Success,1882431,,,Incremental
REF-00218,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-19 23:33:34,2026-04-20 00:07:34,34,Success,707574,,,Incremental
REF-00219,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-19 01:33:34,2026-04-19 01:49:34,16,Success,1606338,,,Full
REF-00220,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,API,2026-04-18 03:33:34,2026-04-18 03:37:34,4,Failed,0,TIMEOUT,Connection timeout after 300s,Full
REF-00221,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-17 03:33:34,2026-04-17 03:56:34,23,Success,1597224,,,Incremental
REF-00222,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-16 04:33:34,2026-04-16 04:58:34,25,Success,664504,,,Incremental
REF-00223,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-15 05:33:34,2026-04-15 05:55:34,22,Success,1999071,,,Incremental
REF-00224,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,User,2026-04-14 05:33:34,2026-04-14 06:19:34,46,Success,290576,,,Incremental
REF-00225,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-13 06:33:34,2026-04-13 07:27:34,54,Success,855973,,,Incremental
REF-00226,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-12 07:33:34,2026-04-12 08:13:34,40,Success,1068293,,,Incremental
REF-00227,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-11 09:33:34,2026-04-11 10:16:34,43,Success,546428,,,Incremental
REF-00228,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-10 11:33:34,2026-04-10 12:17:34,44,Success,1763470,,,Incremental
REF-00229,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-09 10:33:34,2026-04-09 10:37:34,4,Failed,0,AUTH_FAIL,Connection timeout after 300s,Incremental
REF-00230,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-08 12:33:34,2026-04-08 12:53:34,20,Success,1316101,,,Incremental
REF-00231,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-07 14:33:34,2026-04-07 15:15:34,42,Success,256907,,,Incremental
REF-00232,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-06 12:33:34,2026-04-06 12:52:34,19,Success,1753779,,,Incremental
REF-00233,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Manual,Schedule,2026-04-05 12:33:34,2026-04-05 13:11:34,38,Success,1050931,,,Incremental
REF-00234,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Manual,Schedule,2026-04-04 13:33:34,2026-04-04 13:41:34,8,Warning,0,AUTH_FAIL,Connection timeout after 300s,Full
REF-00235,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Manual,Schedule,2026-04-03 11:33:34,2026-04-03 11:42:34,9,Warning,0,AUTH_FAIL,Capacity limit exceeded,Full
REF-00236,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-02 13:33:34,2026-04-02 13:38:34,5,Success,1797295,,,Incremental
REF-00237,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-04-01 15:33:34,2026-04-01 15:36:34,3,Success,1796770,,,Incremental
REF-00238,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-31 14:33:34,2026-03-31 14:53:34,20,Success,1852296,,,Incremental
REF-00239,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-30 16:33:34,2026-03-30 17:05:34,32,Success,580075,,,Incremental
REF-00240,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-29 15:33:34,2026-03-29 16:27:34,54,Success,359760,,,Full
REF-00241,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-28 16:33:34,2026-03-28 17:06:34,33,Warning,0,TIMEOUT,Connection timeout after 300s,Incremental
REF-00242,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,User,2026-03-27 18:33:34,2026-03-27 19:22:34,49,Success,1880162,,,Full
REF-00243,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-26 17:33:34,2026-03-26 17:40:34,7,Success,558641,,,Incremental
REF-00244,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,API,2026-03-25 15:33:34,2026-03-25 16:12:34,39,Success,1527863,,,Incremental
REF-00245,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-24 15:33:34,2026-03-24 16:20:34,47,Success,1479223,,,Incremental
REF-00246,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-23 14:33:34,2026-03-23 15:19:34,46,Success,1355122,,,Incremental
REF-00247,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-22 12:33:34,2026-03-22 12:46:34,13,Warning,0,AUTH_FAIL,Connection timeout after 300s,Incremental
REF-00248,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-21 12:33:34,2026-03-21 12:53:34,20,Success,115593,,,Incremental
REF-00249,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-20 13:33:34,2026-03-20 13:37:34,4,Failed,0,TIMEOUT,Capacity limit exceeded,Incremental
REF-00250,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-19 15:33:34,2026-03-19 15:34:34,1,Failed,0,TIMEOUT,Authentication failed for data source,Incremental
REF-00251,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-18 15:33:34,2026-03-18 16:11:34,38,Success,443798,,,Incremental
REF-00252,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-17 17:33:34,2026-03-17 18:05:34,32,Success,706197,,,Incremental
REF-00253,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-16 17:33:34,2026-03-16 17:43:34,10,Success,214340,,,Incremental
REF-00254,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,User,2026-03-15 17:33:34,2026-03-15 17:59:34,26,Success,1482402,,,Incremental
REF-00255,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,User,2026-03-14 16:33:34,2026-03-14 16:48:34,15,Warning,0,TIMEOUT,Authentication failed for data source,Incremental
REF-00256,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Manual,Schedule,2026-03-13 16:33:34,2026-03-13 16:34:34,1,Failed,0,AUTH_FAIL,Schema change detected in source,Incremental
REF-00257,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-12 14:33:34,2026-03-12 14:44:34,11,Success,1056119,,,Incremental
REF-00258,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,User,2026-03-11 13:33:34,2026-03-11 14:06:34,33,Success,1948546,,,Full
REF-00259,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-10 11:33:34,2026-03-10 12:28:34,55,Success,279236,,,Incremental
REF-00260,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,OnDemand,User,2026-03-09 11:33:34,2026-03-09 12:00:34,27,Success,888003,,,Incremental
REF-00261,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-08 11:33:34,2026-03-08 11:57:34,24,Success,626926,,,Incremental
REF-00262,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Manual,Schedule,2026-03-07 09:33:34,2026-03-07 10:20:34,47,Success,1158832,,,Incremental
REF-00263,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-06 10:33:34,2026-03-06 11:15:34,42,Success,1508172,,,Incremental
REF-00264,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-05 11:33:34,2026-03-05 12:20:34,47,Success,1345628,,,Incremental
REF-00265,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-04 10:33:34,2026-03-04 11:18:34,45,Success,1499237,,,Incremental
REF-00266,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-03 10:33:34,2026-03-03 11:03:34,30,Success,1705137,,,Incremental
REF-00267,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-02 12:33:34,2026-03-02 12:48:34,15,Success,569894,,,Full
REF-00268,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-03-01 12:33:34,2026-03-01 13:20:34,47,Success,1654916,,,Full
REF-00269,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-02-28 11:33:34,2026-02-28 12:23:34,50,Warning,0,AUTH_FAIL,Connection timeout after 300s,Incremental
REF-00270,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-02-27 11:33:34,2026-02-27 11:39:34,6,Success,1952979,,,Incremental
REF-00271,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-02-26 11:33:34,2026-02-26 11:39:34,6,Success,37190,,,Incremental
REF-00272,DS-004,Predictive Model Dataset,WS-005,Michigan Auto - Data Science,Scheduled,Schedule,2026-02-25 10:33:34,2026-02-25 11:16:34,43,Success,1487714,,,Incremental
REF-00273,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-05-25 16:33:34,2026-05-25 17:22:34,49,Success,415794,,,Incremental
REF-00274,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-05-18 17:33:34,2026-05-18 18:23:34,50,Success,1087614,,,Full
REF-00275,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-05-11 17:33:34,2026-05-11 17:52:34,19,Warning,0,CAPACITY_LIMIT,Connection timeout after 300s,Incremental
REF-00276,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-05-04 15:33:34,2026-05-04 16:15:34,42,Warning,0,SCHEMA_CHANGE,Authentication failed for data source,Full
REF-00277,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-04-27 15:33:34,2026-04-27 15:47:34,14,Success,1101790,,,Incremental
REF-00278,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Manual,Schedule,2026-04-20 13:33:34,2026-04-20 13:58:34,25,Success,473885,,,Incremental
REF-00279,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,API,2026-04-13 13:33:34,2026-04-13 14:24:34,51,Success,1306628,,,Incremental
REF-00280,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-04-06 15:33:34,2026-04-06 15:37:34,4,Failed,0,CAPACITY_LIMIT,Connection timeout after 300s,Full
REF-00281,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-03-30 15:33:34,2026-03-30 16:26:34,53,Success,1991782,,,Incremental
REF-00282,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-03-23 17:33:34,2026-03-23 18:28:34,55,Success,1625843,,,Incremental
REF-00283,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-03-16 19:33:34,2026-03-16 20:17:34,44,Success,413727,,,Full
REF-00284,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,Schedule,2026-03-09 17:33:34,2026-03-09 18:16:34,43,Success,147304,,,Full
REF-00285,DS-005,HR Semantic Model,WS-006,Michigan Auto - Finance,Scheduled,User,2026-03-02 16:33:34,2026-03-02 16:49:34,16,Success,1137752,,,Incremental
REF-00286,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-25 16:33:34,2026-05-25 16:40:34,7,Success,1576343,,,Incremental
REF-00287,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-24 18:33:34,2026-05-24 18:47:34,14,Success,1675589,,,Incremental
REF-00288,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-23 18:33:34,2026-05-23 19:04:34,31,Success,1331661,,,Incremental
REF-00289,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-22 20:33:34,2026-05-22 21:17:34,44,Success,1520548,,,Incremental
REF-00290,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-21 22:33:34,2026-05-21 23:08:34,35,Success,232582,,,Incremental
REF-00291,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-20 22:33:34,2026-05-20 23:04:34,31,Success,809882,,,Incremental
