transaction_id,period,cost_centre_id,cost_centre_name,gl_account_id,gl_account_name,plant,budget_amount_usd,actual_amount_usd,variance_amount_usd,variance_pct,posted_by,posted_date,approved_by,journal_reference,is_accrual,fiscal_year,fiscal_quarter
FAR-002404,2024-04,CC-1003,Paint Shop,GL-5001,Raw Materials,Flint Plant,105739.72,93866.45,-11873.27,-11.23,analyst1@michiganauto.com,2025-12-15,john.smith@michiganauto.com,JNL-488732,False,2024,Q4
FAR-002405,2024-05,CC-3002,IT Operations,GL-6002,External Repairs,Flint Plant,88239.07,76799.19,-11439.88,-12.96,finance@michiganauto.com,2026-02-16,ds.lead@michiganauto.com,JNL-294545,False,2024,Q2
FAR-002406,2024-09,CC-1004,Assembly Dept,GL-4003,Contractor Cost,Lansing Plant,49139.33,39747.21,-9392.12,-19.11,exec.admin@michiganauto.com,2026-04-06,ops.lead@michiganauto.com,JNL-716528,True,2024,Q1
FAR-002407,2024-04,CC-1001,Stamping Dept,GL-5003,Tooling,Lansing Plant,56349.27,77713.05,21363.78,37.91,analyst1@michiganauto.com,2026-02-22,ds.lead@michiganauto.com,JNL-902283,False,2024,Q2
FAR-002408,2024-12,CC-2002,Tooling & Fixtures,GL-6002,External Repairs,Lansing Plant,96177.42,120654.06,24476.64,25.45,exec.admin@michiganauto.com,2026-05-04,maint.mgr@michiganauto.com,JNL-167128,False,2024,Q1
FAR-002409,2024-05,CC-1005,Quality Control,GL-5002,Consumables,Lansing Plant,117695.68,112379.98,-5315.7,-4.52,finance@michiganauto.com,2025-09-17,ds.lead@michiganauto.com,JNL-955813,False,2024,Q1
FAR-002410,2024-09,CC-1002,Welding Dept,GL-5002,Consumables,Detroit Plant,178084.4,223831.81,45747.41,25.69,analyst2@michiganauto.com,2025-11-03,ds.lead@michiganauto.com,JNL-196489,True,2024,Q4
FAR-002411,2024-06,CC-3002,IT Operations,GL-5003,Tooling,Detroit Plant,142487.12,173099.87,30612.75,21.48,exec.admin@michiganauto.com,2026-02-08,ds.lead@michiganauto.com,JNL-869621,False,2024,Q1
FAR-002412,2024-06,CC-3002,IT Operations,GL-4002,Indirect Labour,Lansing Plant,117525.23,110163.28,-7361.95,-6.26,exec.admin@michiganauto.com,2026-03-09,maint.mgr@michiganauto.com,JNL-126774,False,2024,Q4
FAR-002413,2024-11,CC-3001,Finance & Admin,GL-7001,Overhead Allocation,Lansing Plant,10484.42,12115.04,1630.62,15.55,analyst1@michiganauto.com,2025-08-20,maint.mgr@michiganauto.com,JNL-213918,False,2024,Q2
FAR-002414,2024-04,CC-1001,Stamping Dept,GL-6001,Maintenance Parts,Detroit Plant,193457.68,136373.72,-57083.96,-29.51,analyst1@michiganauto.com,2026-01-17,ds.lead@michiganauto.com,JNL-830308,False,2024,Q1
FAR-002415,2024-06,CC-3002,IT Operations,GL-4003,Contractor Cost,Detroit Plant,152057.52,152847.13,789.61,0.52,exec.admin@michiganauto.com,2025-08-08,john.smith@michiganauto.com,JNL-557998,False,2024,Q4
FAR-002416,2024-04,CC-2002,Tooling & Fixtures,GL-4001,Direct Labour,Lansing Plant,181352.68,240250.15,58897.47,32.48,analyst1@michiganauto.com,2025-08-21,ds.lead@michiganauto.com,JNL-820262,True,2024,Q4
FAR-002417,2024-09,CC-1003,Paint Shop,GL-6002,External Repairs,Flint Plant,225267.24,321948.3,96681.06,42.92,finance@michiganauto.com,2025-06-01,john.smith@michiganauto.com,JNL-306121,False,2024,Q1
FAR-002418,2024-05,CC-2002,Tooling & Fixtures,GL-6001,Maintenance Parts,Detroit Plant,203932.69,222420.73,18488.04,9.07,analyst1@michiganauto.com,2026-01-24,ops.lead@michiganauto.com,JNL-685112,False,2024,Q2
FAR-002419,2024-02,CC-3002,IT Operations,GL-4003,Contractor Cost,Detroit Plant,64826.08,91352.26,26526.18,40.92,analyst2@michiganauto.com,2025-10-19,maint.mgr@michiganauto.com,JNL-680116,True,2024,Q2
FAR-002420,2024-10,CC-2001,Maintenance Eng,GL-7001,Overhead Allocation,Lansing Plant,242665.88,292615.2,49949.32,20.58,finance@michiganauto.com,2025-07-10,maint.mgr@michiganauto.com,JNL-527680,False,2024,Q3
FAR-002421,2024-09,CC-1004,Assembly Dept,GL-4003,Contractor Cost,Detroit Plant,132639.31,164551.18,31911.87,24.06,finance@michiganauto.com,2025-11-17,ds.lead@michiganauto.com,JNL-144497,False,2024,Q1
FAR-002422,2024-09,CC-3002,IT Operations,GL-5001,Raw Materials,Lansing Plant,198964.38,242787.23,43822.85,22.03,analyst2@michiganauto.com,2026-01-10,maint.mgr@michiganauto.com,JNL-707159,False,2024,Q2
FAR-002423,2024-12,CC-3002,IT Operations,GL-4002,Indirect Labour,Detroit Plant,100841.26,141158.76,40317.5,39.98,finance@michiganauto.com,2025-10-24,ds.lead@michiganauto.com,JNL-386469,False,2024,Q2
FAR-002424,2024-04,CC-2003,HSE & Compliance,GL-5003,Tooling,Flint Plant,49737.75,74244.81,24507.06,49.27,analyst1@michiganauto.com,2025-12-19,ops.lead@michiganauto.com,JNL-250454,True,2024,Q3
FAR-002425,2024-06,CC-2002,Tooling & Fixtures,GL-5002,Consumables,Detroit Plant,215855.25,195550.77,-20304.48,-9.41,finance@michiganauto.com,2026-01-25,john.smith@michiganauto.com,JNL-581871,False,2024,Q3
FAR-002426,2024-08,CC-1001,Stamping Dept,GL-4002,Indirect Labour,Lansing Plant,102494.83,65547.91,-36946.92,-36.05,analyst1@michiganauto.com,2025-10-20,ops.lead@michiganauto.com,JNL-872612,False,2024,Q4
FAR-002427,2024-09,CC-2002,Tooling & Fixtures,GL-4003,Contractor Cost,Flint Plant,45358.31,55611.54,10253.23,22.6,analyst2@michiganauto.com,2025-12-10,ds.lead@michiganauto.com,JNL-149070,False,2024,Q1
FAR-002428,2024-10,CC-1003,Paint Shop,GL-5002,Consumables,Detroit Plant,64064.98,57925.45,-6139.53,-9.58,analyst2@michiganauto.com,2026-01-18,john.smith@michiganauto.com,JNL-352425,False,2024,Q2
FAR-002429,2024-12,CC-1005,Quality Control,GL-5003,Tooling,Flint Plant,37636.54,27789.35,-9847.19,-26.16,exec.admin@michiganauto.com,2025-11-26,ops.lead@michiganauto.com,JNL-264212,False,2024,Q3
FAR-002430,2024-12,CC-1003,Paint Shop,GL-6001,Maintenance Parts,Detroit Plant,158013.13,209979.07,51965.94,32.89,analyst2@michiganauto.com,2025-09-18,john.smith@michiganauto.com,JNL-307022,True,2024,Q3
FAR-002431,2024-11,CC-1005,Quality Control,GL-5003,Tooling,Lansing Plant,148490.71,210819.5,62328.79,41.97,exec.admin@michiganauto.com,2026-02-10,maint.mgr@michiganauto.com,JNL-413390,False,2024,Q2
FAR-002432,2024-10,CC-1001,Stamping Dept,GL-4001,Direct Labour,Detroit Plant,24127.43,30578.55,6451.12,26.74,analyst1@michiganauto.com,2026-05-23,ops.lead@michiganauto.com,JNL-342082,False,2024,Q4
FAR-002433,2024-04,CC-3002,IT Operations,GL-4001,Direct Labour,Flint Plant,201326.69,184186.26,-17140.43,-8.51,finance@michiganauto.com,2025-06-03,maint.mgr@michiganauto.com,JNL-505538,False,2024,Q1
FAR-002434,2024-12,CC-1003,Paint Shop,GL-6001,Maintenance Parts,Lansing Plant,80734.97,95051.24,14316.27,17.73,exec.admin@michiganauto.com,2025-07-18,ops.lead@michiganauto.com,JNL-716673,True,2024,Q2
FAR-002435,2024-07,CC-2001,Maintenance Eng,GL-5004,Energy,Flint Plant,188336.83,213750.0,25413.17,13.49,analyst1@michiganauto.com,2025-07-03,ds.lead@michiganauto.com,JNL-990545,False,2024,Q2
FAR-002436,2024-06,CC-2003,HSE & Compliance,GL-7001,Overhead Allocation,Flint Plant,206446.14,194117.46,-12328.68,-5.97,analyst2@michiganauto.com,2025-08-21,ops.lead@michiganauto.com,JNL-957289,False,2024,Q3
FAR-002437,2024-01,CC-3002,IT Operations,GL-5001,Raw Materials,Detroit Plant,91208.89,54742.77,-36466.12,-39.98,analyst2@michiganauto.com,2025-10-11,ops.lead@michiganauto.com,JNL-828943,False,2024,Q4
FAR-002438,2024-03,CC-2003,HSE & Compliance,GL-4001,Direct Labour,Detroit Plant,117986.59,84419.55,-33567.04,-28.45,finance@michiganauto.com,2025-09-16,ds.lead@michiganauto.com,JNL-723085,False,2024,Q1
FAR-002439,2024-08,CC-1002,Welding Dept,GL-5004,Energy,Flint Plant,96407.51,130639.11,34231.6,35.51,exec.admin@michiganauto.com,2025-09-08,ds.lead@michiganauto.com,JNL-926382,False,2024,Q3
FAR-002440,2024-06,CC-1005,Quality Control,GL-4002,Indirect Labour,Lansing Plant,127746.99,179843.08,52096.09,40.78,analyst1@michiganauto.com,2025-11-26,maint.mgr@michiganauto.com,JNL-898299,False,2024,Q1
FAR-002441,2024-12,CC-2002,Tooling & Fixtures,GL-5003,Tooling,Lansing Plant,217024.44,244314.81,27290.37,12.57,exec.admin@michiganauto.com,2025-09-06,ops.lead@michiganauto.com,JNL-173632,False,2024,Q3
FAR-002442,2024-06,CC-3002,IT Operations,GL-5001,Raw Materials,Lansing Plant,176354.21,219363.74,43009.53,24.39,analyst1@michiganauto.com,2026-04-01,john.smith@michiganauto.com,JNL-616691,False,2024,Q2
FAR-002443,2024-01,CC-1002,Welding Dept,GL-5001,Raw Materials,Lansing Plant,119861.89,80525.5,-39336.39,-32.82,exec.admin@michiganauto.com,2025-09-29,john.smith@michiganauto.com,JNL-811340,False,2024,Q4
FAR-002444,2024-11,CC-2002,Tooling & Fixtures,GL-5004,Energy,Flint Plant,190871.15,226345.16,35474.01,18.59,analyst2@michiganauto.com,2026-02-17,maint.mgr@michiganauto.com,JNL-939165,False,2024,Q3
FAR-002445,2024-06,CC-2001,Maintenance Eng,GL-4001,Direct Labour,Lansing Plant,62973.02,48461.67,-14511.35,-23.04,exec.admin@michiganauto.com,2026-01-13,maint.mgr@michiganauto.com,JNL-887067,False,2024,Q4
FAR-002446,2024-04,CC-3002,IT Operations,GL-5004,Energy,Lansing Plant,50152.83,34048.08,-16104.75,-32.11,analyst1@michiganauto.com,2025-10-18,maint.mgr@michiganauto.com,JNL-888336,False,2024,Q4
FAR-002447,2024-05,CC-2003,HSE & Compliance,GL-5002,Consumables,Detroit Plant,94918.78,121775.92,26857.14,28.29,exec.admin@michiganauto.com,2025-07-13,ops.lead@michiganauto.com,JNL-212421,False,2024,Q2
FAR-002448,2024-11,CC-1001,Stamping Dept,GL-5004,Energy,Flint Plant,82122.41,66163.44,-15958.97,-19.43,analyst2@michiganauto.com,2025-11-10,maint.mgr@michiganauto.com,JNL-289951,False,2024,Q2
FAR-002449,2024-09,CC-3002,IT Operations,GL-7001,Overhead Allocation,Flint Plant,67997.78,77415.94,9418.16,13.85,exec.admin@michiganauto.com,2025-09-30,ds.lead@michiganauto.com,JNL-722088,True,2024,Q3
FAR-002450,2024-08,CC-3002,IT Operations,GL-5002,Consumables,Flint Plant,230285.63,266059.18,35773.55,15.53,analyst2@michiganauto.com,2025-12-15,john.smith@michiganauto.com,JNL-246186,False,2024,Q1
FAR-002451,2024-05,CC-1001,Stamping Dept,GL-4001,Direct Labour,Flint Plant,141017.89,121352.06,-19665.83,-13.95,finance@michiganauto.com,2025-11-29,ds.lead@michiganauto.com,JNL-721905,False,2024,Q1
FAR-002452,2024-08,CC-1005,Quality Control,GL-6001,Maintenance Parts,Detroit Plant,54857.22,64840.07,9982.85,18.2,analyst2@michiganauto.com,2025-10-09,ds.lead@michiganauto.com,JNL-156059,False,2024,Q4
FAR-002453,2024-08,CC-2003,HSE & Compliance,GL-6001,Maintenance Parts,Detroit Plant,54530.46,43767.22,-10763.24,-19.74,analyst2@michiganauto.com,2026-01-15,john.smith@michiganauto.com,JNL-814087,False,2024,Q4
FAR-002454,2024-06,CC-1002,Welding Dept,GL-6002,External Repairs,Flint Plant,235285.8,342857.88,107572.08,45.72,analyst2@michiganauto.com,2026-02-02,john.smith@michiganauto.com,JNL-790068,False,2024,Q3
FAR-002455,2024-08,CC-1002,Welding Dept,GL-4001,Direct Labour,Detroit Plant,51587.56,39733.74,-11853.82,-22.98,finance@michiganauto.com,2025-08-31,ds.lead@michiganauto.com,JNL-407687,False,2024,Q4
FAR-002456,2024-09,CC-1005,Quality Control,GL-5001,Raw Materials,Lansing Plant,28716.87,28129.27,-587.6,-2.05,finance@michiganauto.com,2025-11-27,john.smith@michiganauto.com,JNL-862891,False,2024,Q2
FAR-002457,2024-11,CC-1005,Quality Control,GL-5004,Energy,Detroit Plant,210383.69,298402.55,88018.86,41.84,analyst1@michiganauto.com,2026-05-01,ops.lead@michiganauto.com,JNL-100031,False,2024,Q1
FAR-002458,2024-07,CC-1004,Assembly Dept,GL-6002,External Repairs,Lansing Plant,43793.28,27869.14,-15924.14,-36.36,exec.admin@michiganauto.com,2025-08-04,john.smith@michiganauto.com,JNL-748114,False,2024,Q2
FAR-002459,2024-05,CC-1004,Assembly Dept,GL-7001,Overhead Allocation,Detroit Plant,249417.97,255384.69,5966.72,2.39,analyst1@michiganauto.com,2026-01-05,john.smith@michiganauto.com,JNL-889903,False,2024,Q3
FAR-002460,2024-01,CC-2003,HSE & Compliance,GL-5001,Raw Materials,Detroit Plant,64305.62,46066.01,-18239.61,-28.36,finance@michiganauto.com,2026-03-27,ds.lead@michiganauto.com,JNL-569458,False,2024,Q2
FAR-002461,2024-02,CC-3001,Finance & Admin,GL-4003,Contractor Cost,Flint Plant,194679.4,282328.78,87649.38,45.02,exec.admin@michiganauto.com,2025-09-30,ds.lead@michiganauto.com,JNL-878880,False,2024,Q1
FAR-002462,2024-12,CC-1003,Paint Shop,GL-5004,Energy,Flint Plant,60711.96,74431.95,13719.99,22.6,exec.admin@michiganauto.com,2025-05-30,maint.mgr@michiganauto.com,JNL-344397,False,2024,Q4
FAR-002463,2024-01,CC-1003,Paint Shop,GL-4003,Contractor Cost,Detroit Plant,219217.73,197979.36,-21238.37,-9.69,analyst2@michiganauto.com,2025-09-24,john.smith@michiganauto.com,JNL-444762,False,2024,Q1
FAR-002464,2024-09,CC-1001,Stamping Dept,GL-5001,Raw Materials,Detroit Plant,133436.73,123715.4,-9721.33,-7.29,analyst1@michiganauto.com,2025-10-24,maint.mgr@michiganauto.com,JNL-836553,True,2024,Q4
FAR-002465,2024-03,CC-1002,Welding Dept,GL-5003,Tooling,Detroit Plant,96121.99,105733.52,9611.53,10.0,finance@michiganauto.com,2025-05-29,john.smith@michiganauto.com,JNL-914400,False,2024,Q4
FAR-002466,2024-11,CC-1002,Welding Dept,GL-5002,Consumables,Lansing Plant,131258.26,191841.94,60583.68,46.16,exec.admin@michiganauto.com,2025-09-21,john.smith@michiganauto.com,JNL-705435,False,2024,Q3
FAR-002467,2024-10,CC-1005,Quality Control,GL-4003,Contractor Cost,Detroit Plant,241043.86,200572.63,-40471.23,-16.79,finance@michiganauto.com,2026-02-26,john.smith@michiganauto.com,JNL-765440,False,2024,Q2
FAR-002468,2024-01,CC-2002,Tooling & Fixtures,GL-7001,Overhead Allocation,Flint Plant,151829.54,217321.55,65492.01,43.14,analyst1@michiganauto.com,2025-12-06,john.smith@michiganauto.com,JNL-850762,False,2024,Q4
FAR-002469,2024-07,CC-2002,Tooling & Fixtures,GL-7001,Overhead Allocation,Lansing Plant,166396.49,165294.58,-1101.91,-0.66,analyst2@michiganauto.com,2025-12-07,ops.lead@michiganauto.com,JNL-835324,False,2024,Q2
FAR-002470,2024-09,CC-3002,IT Operations,GL-6001,Maintenance Parts,Lansing Plant,82111.68,119489.59,37377.91,45.52,finance@michiganauto.com,2026-02-02,ds.lead@michiganauto.com,JNL-749865,False,2024,Q2
FAR-002471,2024-03,CC-3001,Finance & Admin,GL-6002,External Repairs,Detroit Plant,150669.4,190060.04,39390.64,26.14,analyst2@michiganauto.com,2025-07-13,john.smith@michiganauto.com,JNL-404857,False,2024,Q2
FAR-002472,2024-07,CC-1004,Assembly Dept,GL-7001,Overhead Allocation,Flint Plant,200488.72,141514.77,-58973.95,-29.42,exec.admin@michiganauto.com,2025-07-12,maint.mgr@michiganauto.com,JNL-798305,False,2024,Q3
FAR-002473,2024-12,CC-2002,Tooling & Fixtures,GL-4003,Contractor Cost,Detroit Plant,240700.16,340087.38,99387.22,41.29,analyst2@michiganauto.com,2025-11-11,ds.lead@michiganauto.com,JNL-190172,False,2024,Q3
FAR-002474,2024-07,CC-1003,Paint Shop,GL-5003,Tooling,Lansing Plant,129755.47,88758.78,-40996.69,-31.6,exec.admin@michiganauto.com,2026-05-17,john.smith@michiganauto.com,JNL-188718,False,2024,Q3
FAR-002475,2024-12,CC-1003,Paint Shop,GL-5002,Consumables,Lansing Plant,182027.7,220808.85,38781.15,21.31,finance@michiganauto.com,2025-08-03,ops.lead@michiganauto.com,JNL-240656,False,2024,Q3
FAR-002476,2024-03,CC-1002,Welding Dept,GL-4002,Indirect Labour,Flint Plant,22798.65,22951.96,153.31,0.67,finance@michiganauto.com,2025-05-30,maint.mgr@michiganauto.com,JNL-569073,True,2024,Q3
FAR-002477,2024-08,CC-2002,Tooling & Fixtures,GL-5003,Tooling,Detroit Plant,160251.68,158706.85,-1544.83,-0.96,analyst2@michiganauto.com,2025-10-23,john.smith@michiganauto.com,JNL-198017,False,2024,Q4
FAR-002478,2024-09,CC-2003,HSE & Compliance,GL-6001,Maintenance Parts,Flint Plant,34893.9,37179.43,2285.53,6.55,analyst1@michiganauto.com,2026-03-23,john.smith@michiganauto.com,JNL-301841,False,2024,Q3
FAR-002479,2024-06,CC-3001,Finance & Admin,GL-6001,Maintenance Parts,Flint Plant,31703.49,26876.57,-4826.92,-15.23,analyst1@michiganauto.com,2026-05-12,john.smith@michiganauto.com,JNL-244324,False,2024,Q1
FAR-002480,2024-03,CC-1005,Quality Control,GL-4002,Indirect Labour,Lansing Plant,184295.31,115574.99,-68720.32,-37.29,exec.admin@michiganauto.com,2026-05-22,maint.mgr@michiganauto.com,JNL-735035,False,2024,Q4
FAR-002481,2024-08,CC-1005,Quality Control,GL-7001,Overhead Allocation,Flint Plant,155832.86,230927.43,75094.57,48.19,analyst2@michiganauto.com,2025-08-23,ds.lead@michiganauto.com,JNL-611697,False,2024,Q4
FAR-002482,2024-11,CC-3001,Finance & Admin,GL-7001,Overhead Allocation,Lansing Plant,61829.34,80769.38,18940.04,30.63,finance@michiganauto.com,2025-09-19,maint.mgr@michiganauto.com,JNL-928924,False,2024,Q1
FAR-002483,2024-04,CC-1002,Welding Dept,GL-4003,Contractor Cost,Lansing Plant,64115.03,57546.28,-6568.75,-10.25,exec.admin@michiganauto.com,2025-12-04,ds.lead@michiganauto.com,JNL-187661,False,2024,Q3
FAR-002484,2024-09,CC-2002,Tooling & Fixtures,GL-5002,Consumables,Detroit Plant,146588.37,101379.2,-45209.17,-30.84,analyst2@michiganauto.com,2025-08-15,ds.lead@michiganauto.com,JNL-940788,False,2024,Q2
FAR-002485,2024-09,CC-1004,Assembly Dept,GL-4001,Direct Labour,Lansing Plant,206277.47,301621.61,95344.14,46.22,exec.admin@michiganauto.com,2026-04-07,ops.lead@michiganauto.com,JNL-842768,False,2024,Q3
FAR-002486,2024-01,CC-2003,HSE & Compliance,GL-6001,Maintenance Parts,Flint Plant,173516.58,249206.8,75690.22,43.62,analyst1@michiganauto.com,2025-09-16,ops.lead@michiganauto.com,JNL-636188,False,2024,Q1
FAR-002487,2024-08,CC-1004,Assembly Dept,GL-4002,Indirect Labour,Detroit Plant,136975.63,116847.11,-20128.52,-14.69,finance@michiganauto.com,2025-07-01,ops.lead@michiganauto.com,JNL-461655,False,2024,Q2
FAR-002488,2024-07,CC-2002,Tooling & Fixtures,GL-6001,Maintenance Parts,Flint Plant,68438.26,73478.87,5040.61,7.37,finance@michiganauto.com,2026-02-10,maint.mgr@michiganauto.com,JNL-377595,False,2024,Q1
FAR-002489,2024-06,CC-2002,Tooling & Fixtures,GL-4001,Direct Labour,Lansing Plant,245293.78,228759.29,-16534.49,-6.74,analyst2@michiganauto.com,2025-11-25,john.smith@michiganauto.com,JNL-227817,False,2024,Q1
FAR-002490,2024-02,CC-1004,Assembly Dept,GL-4002,Indirect Labour,Detroit Plant,64240.16,45257.15,-18983.01,-29.55,finance@michiganauto.com,2025-08-07,maint.mgr@michiganauto.com,JNL-449973,True,2024,Q4
FAR-002491,2024-02,CC-1005,Quality Control,GL-4003,Contractor Cost,Flint Plant,238562.06,222926.73,-15635.33,-6.55,exec.admin@michiganauto.com,2026-02-23,john.smith@michiganauto.com,JNL-667924,False,2024,Q1
FAR-002492,2024-08,CC-1004,Assembly Dept,GL-6002,External Repairs,Flint Plant,172530.33,222703.38,50173.05,29.08,finance@michiganauto.com,2026-02-27,ops.lead@michiganauto.com,JNL-666348,True,2024,Q2
FAR-002493,2024-01,CC-1005,Quality Control,GL-4002,Indirect Labour,Detroit Plant,220099.8,139146.94,-80952.86,-36.78,analyst2@michiganauto.com,2026-03-01,john.smith@michiganauto.com,JNL-794001,False,2024,Q4
FAR-002494,2024-07,CC-2003,HSE & Compliance,GL-4003,Contractor Cost,Flint Plant,219175.57,161368.57,-57807.0,-26.37,exec.admin@michiganauto.com,2025-11-21,john.smith@michiganauto.com,JNL-922991,False,2024,Q4
FAR-002495,2024-07,CC-3002,IT Operations,GL-4003,Contractor Cost,Flint Plant,69932.09,48909.51,-21022.58,-30.06,analyst2@michiganauto.com,2026-02-06,ops.lead@michiganauto.com,JNL-623009,False,2024,Q4
FAR-002496,2024-02,CC-3002,IT Operations,GL-5003,Tooling,Detroit Plant,47676.25,58594.62,10918.37,22.9,exec.admin@michiganauto.com,2026-01-23,ds.lead@michiganauto.com,JNL-428411,False,2024,Q3
FAR-002497,2024-12,CC-1005,Quality Control,GL-7001,Overhead Allocation,Lansing Plant,31847.65,31666.81,-180.84,-0.57,finance@michiganauto.com,2025-07-07,ds.lead@michiganauto.com,JNL-627815,False,2024,Q4
FAR-002498,2024-08,CC-2001,Maintenance Eng,GL-6002,External Repairs,Flint Plant,26272.17,37986.0,11713.83,44.59,analyst1@michiganauto.com,2026-05-08,ops.lead@michiganauto.com,JNL-862671,False,2024,Q4
FAR-002499,2024-02,CC-2002,Tooling & Fixtures,GL-5003,Tooling,Flint Plant,179330.53,113827.65,-65502.88,-36.53,analyst1@michiganauto.com,2026-02-10,ops.lead@michiganauto.com,JNL-365215,False,2024,Q2
FAR-002500,2024-03,CC-3001,Finance & Admin,GL-5002,Consumables,Detroit Plant,45230.11,29051.68,-16178.43,-35.77,analyst2@michiganauto.com,2025-12-18,ops.lead@michiganauto.com,JNL-555188,False,2024,Q4
FAR-002501,2024-03,CC-2003,HSE & Compliance,GL-5001,Raw Materials,Flint Plant,25195.83,22552.23,-2643.6,-10.49,analyst1@michiganauto.com,2026-03-20,john.smith@michiganauto.com,JNL-685192,False,2024,Q1
FAR-002502,2024-06,CC-1001,Stamping Dept,GL-5002,Consumables,Lansing Plant,237409.83,242348.63,4938.8,2.08,finance@michiganauto.com,2025-09-25,john.smith@michiganauto.com,JNL-519743,False,2024,Q4
FAR-002503,2024-02,CC-1005,Quality Control,GL-7001,Overhead Allocation,Detroit Plant,155307.6,161559.57,6251.97,4.03,analyst2@michiganauto.com,2025-09-11,john.smith@michiganauto.com,JNL-921432,False,2024,Q2
FAR-002504,2024-12,CC-1003,Paint Shop,GL-4001,Direct Labour,Flint Plant,46460.27,68593.51,22133.24,47.64,finance@michiganauto.com,2025-10-02,maint.mgr@michiganauto.com,JNL-757851,False,2024,Q2
FAR-002505,2024-09,CC-3002,IT Operations,GL-5003,Tooling,Flint Plant,110619.97,106196.75,-4423.22,-4.0,exec.admin@michiganauto.com,2025-11-10,maint.mgr@michiganauto.com,JNL-863126,False,2024,Q1
FAR-002506,2024-08,CC-2002,Tooling & Fixtures,GL-5001,Raw Materials,Lansing Plant,136259.41,202207.14,65947.73,48.4,analyst1@michiganauto.com,2025-06-04,john.smith@michiganauto.com,JNL-489597,True,2024,Q2
FAR-002507,2024-05,CC-2003,HSE & Compliance,GL-5003,Tooling,Flint Plant,217118.32,288428.04,71309.72,32.84,exec.admin@michiganauto.com,2025-12-20,ds.lead@michiganauto.com,JNL-539595,False,2024,Q3
FAR-002508,2024-10,CC-3002,IT Operations,GL-6001,Maintenance Parts,Lansing Plant,246357.18,344597.17,98239.99,39.88,analyst2@michiganauto.com,2025-06-19,john.smith@michiganauto.com,JNL-994069,False,2024,Q4
FAR-002509,2024-02,CC-3001,Finance & Admin,GL-6002,External Repairs,Flint Plant,137659.39,165658.02,27998.63,20.34,analyst2@michiganauto.com,2025-11-17,maint.mgr@michiganauto.com,JNL-249749,False,2024,Q2
FAR-002510,2024-09,CC-2001,Maintenance Eng,GL-6002,External Repairs,Lansing Plant,181169.27,271278.93,90109.66,49.74,exec.admin@michiganauto.com,2025-10-24,ops.lead@michiganauto.com,JNL-390539,False,2024,Q3
FAR-002511,2024-02,CC-2001,Maintenance Eng,GL-5004,Energy,Flint Plant,117447.29,149185.88,31738.59,27.02,exec.admin@michiganauto.com,2025-09-19,ds.lead@michiganauto.com,JNL-583984,False,2024,Q4
FAR-002512,2024-03,CC-2002,Tooling & Fixtures,GL-4001,Direct Labour,Detroit Plant,34977.82,27802.72,-7175.1,-20.51,analyst2@michiganauto.com,2026-05-18,maint.mgr@michiganauto.com,JNL-747439,False,2024,Q2
FAR-002513,2024-03,CC-1001,Stamping Dept,GL-5003,Tooling,Flint Plant,32922.45,36453.83,3531.38,10.73,analyst2@michiganauto.com,2026-02-11,maint.mgr@michiganauto.com,JNL-689032,False,2024,Q2
FAR-002514,2024-09,CC-1005,Quality Control,GL-6001,Maintenance Parts,Lansing Plant,10054.56,10580.42,525.86,5.23,exec.admin@michiganauto.com,2025-11-29,ops.lead@michiganauto.com,JNL-277631,False,2024,Q3
FAR-002515,2024-07,CC-1003,Paint Shop,GL-5004,Energy,Detroit Plant,205982.33,299741.84,93759.51,45.52,analyst1@michiganauto.com,2025-07-13,ops.lead@michiganauto.com,JNL-600961,False,2024,Q2
FAR-002516,2024-05,CC-1004,Assembly Dept,GL-4003,Contractor Cost,Detroit Plant,126103.2,141867.8,15764.6,12.5,analyst2@michiganauto.com,2025-12-17,ops.lead@michiganauto.com,JNL-272132,False,2024,Q2
FAR-002517,2024-12,CC-3002,IT Operations,GL-5002,Consumables,Detroit Plant,159750.07,176216.95,16466.88,10.31,analyst2@michiganauto.com,2025-11-26,ops.lead@michiganauto.com,JNL-229948,False,2024,Q1
FAR-002518,2024-08,CC-2002,Tooling & Fixtures,GL-6002,External Repairs,Flint Plant,154176.45,220437.8,66261.35,42.98,finance@michiganauto.com,2026-02-16,ds.lead@michiganauto.com,JNL-243061,True,2024,Q2
FAR-002519,2024-09,CC-1004,Assembly Dept,GL-7001,Overhead Allocation,Lansing Plant,129686.18,131495.0,1808.82,1.39,analyst2@michiganauto.com,2025-08-15,john.smith@michiganauto.com,JNL-713615,False,2024,Q1
FAR-002520,2024-01,CC-2001,Maintenance Eng,GL-6002,External Repairs,Detroit Plant,65947.84,52639.36,-13308.48,-20.18,finance@michiganauto.com,2026-02-15,ds.lead@michiganauto.com,JNL-290174,False,2024,Q3
FAR-002521,2024-11,CC-3002,IT Operations,GL-5004,Energy,Detroit Plant,139234.14,154665.62,15431.48,11.08,exec.admin@michiganauto.com,2025-07-25,ops.lead@michiganauto.com,JNL-989091,False,2024,Q2
FAR-002522,2024-10,CC-3002,IT Operations,GL-4001,Direct Labour,Detroit Plant,44624.64,57455.63,12830.99,28.75,exec.admin@michiganauto.com,2025-11-09,maint.mgr@michiganauto.com,JNL-355963,False,2024,Q1
