kpi_id,date,shift,machine_id,machine_name,plant,planned_minutes,run_time_minutes,downtime_minutes,availability_pct,performance_pct,quality_pct,oee_pct,total_parts,good_parts,scrap_parts,theoretical_output,actual_output,energy_kwh
KPI-001295,2026-04-24,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,344,135,0.7169,0.9686,0.9366,0.6504,347,325,22,594,435,196.38
KPI-001296,2026-04-24,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,433,46,0.9035,0.7238,0.9425,0.6164,533,502,31,688,446,207.36
KPI-001297,2026-04-23,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,362,117,0.7559,0.8874,0.9534,0.6395,551,525,26,552,416,267.53
KPI-001298,2026-04-23,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,363,116,0.7569,0.9435,0.9831,0.7021,529,520,9,432,598,202.0
KPI-001299,2026-04-23,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,420,59,0.8766,0.8959,0.9276,0.7285,372,345,27,428,557,206.34
KPI-001300,2026-04-22,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,415,64,0.8666,0.7849,0.9934,0.6757,206,204,2,699,549,155.06
KPI-001301,2026-04-22,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,368,111,0.7673,0.9575,0.9586,0.7043,386,370,16,673,633,264.44
KPI-001302,2026-04-22,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,379,100,0.7907,0.7498,0.9437,0.5595,416,392,24,416,515,136.61
KPI-001303,2026-04-21,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,355,124,0.7411,0.872,0.9412,0.6082,440,414,26,465,530,292.84
KPI-001304,2026-04-21,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,407,72,0.8499,0.8653,0.9784,0.7195,553,541,12,558,588,116.3
KPI-001305,2026-04-21,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,338,141,0.7057,0.7552,0.9596,0.5114,527,505,22,558,413,281.0
KPI-001306,2026-04-20,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,448,31,0.935,0.7387,0.9385,0.6482,563,528,35,691,310,279.75
KPI-001307,2026-04-20,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,352,127,0.7351,0.9232,0.9418,0.6391,210,197,13,599,398,184.19
KPI-001308,2026-04-20,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,472,7,0.9845,0.8674,0.9635,0.8228,483,465,18,519,375,181.56
KPI-001309,2026-04-19,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,348,131,0.7261,0.8429,0.9872,0.6042,600,592,8,605,493,228.94
KPI-001310,2026-04-19,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,409,70,0.8524,0.9483,0.9203,0.7439,407,374,33,611,548,83.91
KPI-001311,2026-04-19,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,413,66,0.8615,0.9602,0.9775,0.8086,519,507,12,499,576,233.79
KPI-001312,2026-04-18,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,352,127,0.7334,0.9618,0.9447,0.6664,200,188,12,620,453,90.41
KPI-001313,2026-04-18,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,377,102,0.7856,0.9538,0.9208,0.69,220,202,18,565,585,121.88
KPI-001314,2026-04-18,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,467,12,0.9734,0.8258,0.9916,0.7971,348,345,3,635,477,201.92
KPI-001315,2026-04-17,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,392,87,0.8183,0.7773,0.9363,0.5955,244,228,16,482,495,90.24
KPI-001316,2026-04-17,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,375,104,0.7814,0.9051,0.9693,0.6855,438,424,14,548,624,282.3
KPI-001317,2026-04-17,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,456,23,0.9506,0.9011,0.9706,0.8314,237,230,7,662,451,299.14
KPI-001318,2026-04-16,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,371,108,0.7733,0.7527,0.9671,0.5629,245,236,9,651,514,185.66
KPI-001319,2026-04-16,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,384,95,0.8003,0.8218,0.9834,0.6468,582,572,10,464,573,262.13
KPI-001320,2026-04-16,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,400,79,0.8349,0.8809,0.9485,0.6976,446,423,23,409,521,262.48
KPI-001321,2026-04-15,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,398,81,0.8297,0.898,0.998,0.7436,261,260,1,434,531,233.55
KPI-001322,2026-04-15,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,356,123,0.742,0.7921,0.9937,0.584,440,437,3,450,335,303.28
KPI-001323,2026-04-15,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,341,138,0.7117,0.9164,0.9458,0.6169,492,465,27,412,510,147.02
KPI-001324,2026-04-14,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,461,18,0.9618,0.7969,0.9527,0.7302,369,351,18,589,443,127.79
KPI-001325,2026-04-14,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,442,37,0.9211,0.961,0.9894,0.8758,238,235,3,474,581,266.7
KPI-001326,2026-04-14,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,413,66,0.8616,0.7292,0.9235,0.5802,228,210,18,450,494,126.96
KPI-001327,2026-04-13,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,418,61,0.8711,0.8431,0.9264,0.6804,488,452,36,583,424,282.73
KPI-001328,2026-04-13,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,413,66,0.8615,0.9426,0.9874,0.8018,549,542,7,456,553,294.88
KPI-001329,2026-04-13,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,380,99,0.7918,0.7488,0.9464,0.5611,347,328,19,404,473,188.25
KPI-001330,2026-04-12,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,433,46,0.9026,0.7222,0.9464,0.6169,412,389,23,413,480,196.79
KPI-001331,2026-04-12,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,469,10,0.9776,0.7379,0.9576,0.6908,593,567,26,690,374,303.75
KPI-001332,2026-04-12,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,452,27,0.9433,0.8827,0.9201,0.7661,329,302,27,530,355,123.21
KPI-001333,2026-04-11,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,413,66,0.8618,0.8728,0.9341,0.7026,219,204,15,548,397,147.82
KPI-001334,2026-04-11,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,454,25,0.9471,0.872,0.9648,0.7968,375,361,14,477,504,174.03
KPI-001335,2026-04-11,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,361,118,0.7523,0.7648,0.9923,0.5709,202,200,2,627,342,168.92
KPI-001336,2026-04-10,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,396,83,0.8268,0.9284,0.9233,0.7087,283,261,22,572,569,308.63
KPI-001337,2026-04-10,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,460,19,0.9588,0.7219,0.9661,0.6687,503,485,18,646,406,180.42
KPI-001338,2026-04-10,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,389,90,0.8112,0.944,0.9482,0.7261,358,339,19,451,423,103.44
KPI-001339,2026-04-09,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,467,12,0.9735,0.7262,0.9721,0.6872,519,504,15,467,485,163.21
KPI-001340,2026-04-09,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,357,122,0.7448,0.8707,0.9839,0.6381,451,443,8,681,490,113.43
KPI-001341,2026-04-09,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,347,132,0.7246,0.7709,0.9603,0.5364,289,277,12,633,434,292.37
KPI-001342,2026-04-08,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,424,55,0.8848,0.8918,0.9218,0.7274,591,544,47,496,395,218.05
KPI-001343,2026-04-08,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,420,59,0.877,0.9622,0.923,0.7789,459,423,36,690,464,299.12
KPI-001344,2026-04-08,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,347,132,0.7242,0.8961,0.9694,0.6291,568,550,18,431,563,117.35
KPI-001345,2026-04-07,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,472,7,0.9849,0.8878,0.9842,0.8606,437,430,7,668,443,83.94
KPI-001346,2026-04-07,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,362,117,0.7542,0.7542,0.9713,0.5525,348,338,10,625,485,259.77
KPI-001347,2026-04-07,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,341,138,0.7118,0.8603,0.9935,0.6084,454,451,3,407,397,216.14
KPI-001348,2026-04-06,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,355,124,0.7406,0.8711,0.9443,0.6092,511,482,29,454,550,197.29
KPI-001349,2026-04-06,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,359,120,0.7484,0.8024,0.9893,0.5941,287,283,4,418,326,110.71
KPI-001350,2026-04-06,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,473,6,0.9871,0.7675,0.9647,0.7309,561,541,20,541,496,308.68
KPI-001351,2026-04-05,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,345,134,0.719,0.8963,0.9595,0.6183,315,302,13,589,558,296.02
KPI-001352,2026-04-05,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,378,101,0.7878,0.7833,0.9852,0.608,580,571,9,661,442,145.1
KPI-001353,2026-04-05,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,384,95,0.8019,0.7584,0.9567,0.5818,524,501,23,661,434,157.26
KPI-001354,2026-04-04,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,349,130,0.7277,0.7381,0.9939,0.5338,243,241,2,516,361,240.31
KPI-001355,2026-04-04,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,460,19,0.9604,0.8801,0.973,0.8224,395,384,11,471,424,161.69
KPI-001356,2026-04-04,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,385,94,0.8034,0.7469,0.9307,0.5585,207,192,15,600,439,309.21
KPI-001357,2026-04-03,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,447,32,0.9317,0.7463,0.9526,0.6624,237,225,12,665,324,145.84
KPI-001358,2026-04-03,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,387,92,0.8082,0.9003,0.9969,0.7254,577,575,2,592,514,319.72
KPI-001359,2026-04-03,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,432,47,0.9011,0.7572,0.9813,0.6696,587,576,11,551,520,281.27
KPI-001360,2026-04-02,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,354,125,0.7393,0.7296,0.9624,0.5191,512,492,20,611,412,201.88
KPI-001361,2026-04-02,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,385,94,0.8022,0.8637,0.9843,0.682,433,426,7,471,405,249.3
KPI-001362,2026-04-02,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,361,118,0.7531,0.7588,0.9355,0.5346,253,236,17,484,497,294.08
KPI-001363,2026-04-01,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,352,127,0.7348,0.8208,0.9362,0.5646,430,402,28,508,458,207.52
KPI-001364,2026-04-01,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,448,31,0.9353,0.8239,0.971,0.7482,516,501,15,427,340,193.78
KPI-001365,2026-04-01,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,364,115,0.7601,0.9509,0.9612,0.6947,232,222,10,458,565,92.37
KPI-001366,2026-03-31,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,449,30,0.9371,0.791,0.9583,0.7103,333,319,14,447,326,247.57
KPI-001367,2026-03-31,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,428,51,0.8924,0.7904,0.9959,0.7025,573,570,3,515,533,300.41
KPI-001368,2026-03-31,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,466,13,0.9715,0.9637,0.9214,0.8626,206,189,17,526,631,254.53
KPI-001369,2026-03-30,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,384,95,0.8011,0.7421,0.9899,0.5885,423,418,5,624,471,304.58
KPI-001370,2026-03-30,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,440,39,0.9186,0.8568,0.9475,0.7457,563,533,30,527,370,84.41
KPI-001371,2026-03-30,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,340,139,0.7088,0.878,0.949,0.5906,532,504,28,680,518,240.99
KPI-001372,2026-03-29,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,374,105,0.7807,0.9206,0.9652,0.6937,231,222,9,489,407,170.4
KPI-001373,2026-03-29,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,377,102,0.7856,0.7404,0.9989,0.581,583,582,1,517,307,100.76
KPI-001374,2026-03-29,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,442,37,0.9225,0.769,0.9611,0.6818,320,307,13,580,399,256.69
KPI-001375,2026-03-28,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,435,44,0.9071,0.7818,0.9434,0.669,228,215,13,621,532,238.51
KPI-001376,2026-03-28,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,345,134,0.7189,0.7942,0.9484,0.5415,228,216,12,684,519,299.37
KPI-001377,2026-03-28,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,439,40,0.9146,0.765,0.9559,0.6688,332,317,15,550,517,292.44
KPI-001378,2026-03-27,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,402,77,0.838,0.9303,0.9479,0.739,217,205,12,547,650,188.25
KPI-001379,2026-03-27,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,430,49,0.8975,0.9557,0.9386,0.8051,329,308,21,402,634,299.6
KPI-001380,2026-03-27,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,430,49,0.897,0.9446,0.9319,0.7896,362,337,25,543,378,220.2
KPI-001381,2026-03-26,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,419,60,0.8732,0.757,0.9712,0.642,492,477,15,445,445,288.61
KPI-001382,2026-03-26,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,432,47,0.9013,0.796,0.9658,0.6929,228,220,8,469,488,86.62
KPI-001383,2026-03-26,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,390,89,0.8132,0.8801,0.9647,0.6904,365,352,13,513,403,158.98
KPI-001384,2026-03-25,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,397,82,0.8271,0.7717,0.984,0.6281,258,253,5,651,513,148.38
KPI-001385,2026-03-25,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,345,134,0.7202,0.8798,0.9653,0.6116,462,445,17,623,544,151.88
KPI-001386,2026-03-25,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,414,65,0.8639,0.8951,0.9902,0.7657,414,409,5,539,551,312.47
KPI-001387,2026-03-24,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,352,127,0.7351,0.8979,0.9285,0.6129,233,216,17,477,603,135.6
KPI-001388,2026-03-24,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,463,16,0.9651,0.8198,0.9547,0.7553,311,296,15,679,482,213.56
KPI-001389,2026-03-24,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,395,84,0.8238,0.939,0.9235,0.7144,484,446,38,474,553,265.25
KPI-001390,2026-03-23,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,465,14,0.9696,0.8311,0.9647,0.7774,455,438,17,412,530,193.24
KPI-001391,2026-03-23,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,337,142,0.7023,0.8462,0.9826,0.5839,276,271,5,615,359,268.27
KPI-001392,2026-03-23,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,428,51,0.8931,0.791,0.957,0.6761,522,499,23,691,529,92.67
KPI-001393,2026-03-22,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,388,91,0.8093,0.92,0.9302,0.6926,414,385,29,623,583,285.96
KPI-001394,2026-03-22,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,401,78,0.8371,0.8337,0.9738,0.6796,498,484,14,458,390,139.05
KPI-001395,2026-03-22,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,368,111,0.7668,0.9532,0.9486,0.6933,489,463,26,683,399,301.87
KPI-001396,2026-03-21,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,349,130,0.7278,0.8978,0.9557,0.6245,530,506,24,663,482,190.73
KPI-001397,2026-03-21,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,387,92,0.8075,0.8628,0.9239,0.6437,496,458,38,664,525,275.61
KPI-001398,2026-03-21,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,365,114,0.7609,0.9678,0.9384,0.691,240,225,15,536,667,164.86
KPI-001399,2026-03-20,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,340,139,0.709,0.938,0.9468,0.6297,263,249,14,439,483,290.06
KPI-001400,2026-03-20,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,359,120,0.7492,0.8715,0.9254,0.6042,490,453,37,663,541,98.65
KPI-001401,2026-03-20,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,460,19,0.959,0.8736,0.9486,0.7947,258,244,14,476,541,96.78
KPI-001402,2026-03-19,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,374,105,0.7805,0.8427,0.9361,0.6157,524,490,34,463,355,153.18
KPI-001403,2026-03-19,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,343,136,0.7152,0.9243,0.9898,0.6543,446,441,5,407,581,217.31
KPI-001404,2026-03-19,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,391,88,0.8158,0.8857,0.9798,0.708,331,324,7,663,514,271.8
KPI-001405,2026-03-18,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,421,58,0.8785,0.9046,0.9603,0.7631,534,512,22,454,567,138.48
KPI-001406,2026-03-18,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,355,124,0.7412,0.8049,0.9697,0.5785,567,549,18,425,454,256.03
KPI-001407,2026-03-18,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,384,95,0.8,0.8898,0.9347,0.6654,423,395,28,666,364,130.38
KPI-001408,2026-03-17,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,355,124,0.7416,0.9432,0.925,0.647,202,186,16,629,626,183.41
KPI-001409,2026-03-17,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,437,42,0.9123,0.9338,0.9566,0.8149,405,387,18,482,540,267.87
KPI-001410,2026-03-17,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,363,116,0.7575,0.956,0.9628,0.6972,538,517,21,640,606,95.89
KPI-001411,2026-03-16,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,387,92,0.8064,0.7265,0.9795,0.5738,259,253,6,416,495,190.42
KPI-001412,2026-03-16,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,428,51,0.8919,0.9182,0.9657,0.7909,482,465,17,537,498,134.53
KPI-001413,2026-03-16,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,463,16,0.9666,0.9154,0.952,0.8424,212,201,11,647,631,280.16
KPI-001414,2026-03-15,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,472,7,0.9847,0.7513,0.9451,0.6992,376,355,21,619,495,225.99
KPI-001415,2026-03-15,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,409,70,0.8524,0.784,0.9442,0.631,316,298,18,568,494,202.93
KPI-001416,2026-03-15,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,341,138,0.7108,0.9262,0.9472,0.6236,535,506,29,411,386,95.12
KPI-001417,2026-03-14,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,345,134,0.719,0.8847,0.9586,0.6098,502,481,21,663,493,207.89
KPI-001418,2026-03-14,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,406,73,0.846,0.9291,0.9981,0.7845,457,456,1,484,607,185.19
KPI-001419,2026-03-14,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,366,113,0.7637,0.9493,0.9281,0.6729,508,471,37,620,640,204.19
KPI-001420,2026-03-13,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,458,21,0.9558,0.766,0.9443,0.6914,297,280,17,439,349,247.59
KPI-001421,2026-03-13,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,365,114,0.7613,0.9002,0.9454,0.6479,239,225,14,641,417,173.68
KPI-001422,2026-03-13,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,345,134,0.72,0.9304,0.9886,0.6623,365,360,5,520,602,124.61
KPI-001423,2026-03-12,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,347,132,0.7233,0.9164,0.9575,0.6347,429,410,19,650,546,85.85
KPI-001424,2026-03-12,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,467,12,0.9734,0.792,0.9759,0.7524,334,325,9,594,533,98.65
KPI-001425,2026-03-12,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,349,130,0.7291,0.8636,0.967,0.6089,428,413,15,607,371,311.42
KPI-001426,2026-03-11,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,458,21,0.9553,0.7868,0.9657,0.7258,390,376,14,405,494,136.91
KPI-001427,2026-03-11,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,454,25,0.9464,0.9559,0.9611,0.8695,587,564,23,694,502,215.81
KPI-001428,2026-03-11,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,412,67,0.8592,0.8082,0.9672,0.6716,405,391,14,476,521,295.77
KPI-001429,2026-03-10,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,472,7,0.9847,0.8571,0.9796,0.8268,551,539,12,409,363,219.24
KPI-001430,2026-03-10,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,434,45,0.905,0.9609,0.9924,0.863,501,497,4,480,471,179.08
KPI-001431,2026-03-10,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,417,62,0.8696,0.8252,0.9549,0.6852,242,231,11,487,519,293.97
KPI-001432,2026-03-09,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,358,121,0.7468,0.7806,0.9231,0.5381,282,260,22,552,380,313.43
KPI-001433,2026-03-09,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,350,129,0.7309,0.784,0.9657,0.5534,206,198,8,638,399,155.18
KPI-001434,2026-03-09,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,467,12,0.9741,0.9694,0.9441,0.8915,359,338,21,622,456,277.37
KPI-001435,2026-03-08,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,392,87,0.8182,0.9322,0.9753,0.7439,335,326,9,430,585,210.87
KPI-001436,2026-03-08,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,340,139,0.7098,0.9028,0.9823,0.6295,481,472,9,427,373,285.67
KPI-001437,2026-03-08,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,460,19,0.9603,0.9431,0.9705,0.8789,207,200,7,421,530,315.29
KPI-001438,2026-03-07,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,441,38,0.9202,0.7533,0.9929,0.6883,433,429,4,440,430,105.7
KPI-001439,2026-03-07,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,442,37,0.9217,0.7526,0.9952,0.6903,557,554,3,450,395,275.45
KPI-001440,2026-03-07,Night,MCH-005,Paint Booth Alpha,Detroit Plant,480,444,35,0.9262,0.8056,0.9602,0.7165,429,411,18,469,532,114.51
KPI-001441,2026-03-06,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,421,58,0.8774,0.8645,0.9251,0.7017,249,230,19,532,385,273.36
KPI-001442,2026-03-06,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,379,100,0.79,0.9265,0.9668,0.7076,552,533,19,626,442,210.33
KPI-001443,2026-03-06,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,444,35,0.9251,0.9463,0.9651,0.8449,364,351,13,405,659,153.55
KPI-001444,2026-03-05,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,368,111,0.767,0.7946,0.9496,0.5787,222,210,12,476,319,255.34
KPI-001445,2026-03-05,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,355,124,0.7403,0.9238,0.9207,0.6297,381,350,31,645,383,132.87
KPI-001446,2026-03-05,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,462,17,0.9629,0.8957,0.9368,0.808,395,370,25,566,591,256.39
KPI-001447,2026-03-04,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,360,120,0.75,0.9337,0.9426,0.6601,322,303,19,686,394,166.61
KPI-001448,2026-03-04,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,414,65,0.8628,0.7909,0.9365,0.6391,330,309,21,653,369,82.89
KPI-001449,2026-03-04,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,401,78,0.8362,0.73,0.9809,0.5988,274,268,6,419,362,234.06
KPI-001450,2026-03-03,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,339,140,0.7079,0.7974,0.9456,0.5338,379,358,21,661,389,165.95
KPI-001451,2026-03-03,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,448,31,0.9334,0.7292,0.9224,0.6278,215,198,17,400,355,242.25
KPI-001452,2026-03-03,Night,MCH-005,Paint Booth Alpha,Flint Plant,480,393,86,0.8192,0.9329,0.9746,0.7448,450,438,12,455,578,164.59
KPI-001453,2026-03-02,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,453,26,0.9444,0.8727,0.9634,0.794,268,258,10,577,485,94.74
KPI-001454,2026-03-02,Afternoon,MCH-005,Paint Booth Alpha,Lansing Plant,480,452,27,0.942,0.8591,0.947,0.7664,219,207,12,539,393,254.49
KPI-001455,2026-03-02,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,429,50,0.8938,0.9167,0.9567,0.7839,297,284,13,684,638,217.88
KPI-001456,2026-03-01,Morning,MCH-005,Paint Booth Alpha,Flint Plant,480,411,68,0.8577,0.9185,0.9639,0.7594,522,503,19,667,517,173.09
KPI-001457,2026-03-01,Afternoon,MCH-005,Paint Booth Alpha,Detroit Plant,480,351,128,0.7319,0.8107,0.9249,0.5488,456,421,35,414,374,219.36
KPI-001458,2026-03-01,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,460,19,0.9586,0.8124,0.9902,0.7711,410,405,5,513,549,81.24
KPI-001459,2026-02-28,Morning,MCH-005,Paint Booth Alpha,Detroit Plant,480,452,27,0.9418,0.8194,0.9588,0.7399,271,259,12,506,486,119.7
KPI-001460,2026-02-28,Afternoon,MCH-005,Paint Booth Alpha,Flint Plant,480,474,5,0.989,0.7735,0.9279,0.7098,331,307,24,631,430,143.36
KPI-001461,2026-02-28,Night,MCH-005,Paint Booth Alpha,Lansing Plant,480,404,75,0.8436,0.8376,0.9764,0.6899,228,222,6,579,383,231.64
KPI-001462,2026-02-27,Morning,MCH-005,Paint Booth Alpha,Lansing Plant,480,406,73,0.8462,0.8033,0.9704,0.6596,306,296,10,695,435,112.49
